callsign,Column1,icao24,origin,destination,firstseen
RVF818,,ac4970,PANC,,2/29/2020
AAL2798,,ad049a,KORD,KSFO,2/29/2020
CPZ6045,,a1be72,KLAX,KSFO,2/29/2020
SKW2992,,aa295d,KORD,KSDF,2/29/2020
AAL2687,,ac91d4,KBOS,KCLT,2/29/2020
DLH455,,3c6510,KSFO,EDDF,2/29/2020
AAL1576,,a34209,KDFW,KFLL,2/29/2020
ENY4230,,a21c4c,KDCA,KORD,2/29/2020
DAL200,,a963bf,KATL,FAGM,2/29/2020
AAL1156,,a3c9c5,KORD,KSJC,2/29/2020
DAL1462,,adecfa,KATL,7PS7,2/29/2020
ENY4246,,a28b5b,KDFW,KMCI,2/29/2020
AAL2364,,ad8b20,KORD,KLAX,2/29/2020
SKW5771,,a09322,KLAX,,2/29/2020
DAL2757,,a3ad47,KLAX,KSFO,2/29/2020
DAL283,,a96b30,KATL,KLAX,2/29/2020
AAL896,,ab2ae0,KPHX,KRIR,2/29/2020
DAL805,,ad9db8,KATL,KORD,2/29/2020
AAL2758,,ad9edf,KDFW,KSAN,2/29/2020
DAL546,,a3d87d,KSEA,KORD,2/29/2020
DAL14,,abac50,KATL,EDDF,2/29/2020
AAL2063,,a8e6f2,KPHX,KLAS,2/29/2020
DAL1915,,a384f2,KATL,KSTL,2/29/2020
AAL1219,,a3c880,KDFW,KMIA,2/29/2020
RPA4574,,a5255a,KDCA,,2/29/2020
SWA6554,,aa76ef,KSFO,KPHX,2/29/2020
BAW20R,,4006a8,KORD,EGLL,2/29/2020
ASA1172,,ab9bb6,KLAX,,2/29/2020
NKS745,,a8f338,KORD,KMCF,2/29/2020
ENY3587,,a7dac4,KORD,KCVG,2/29/2020
CPZ6052,,a19aaa,KLAX,KSEA,2/29/2020
AAL1409,,adeddd,KATL,KLAX,2/29/2020
NKS975,,a89915,KDTW,KDEN,2/29/2020
DAL108,,a0dd18,KATL,LEMD,2/29/2020
RPA4476,,a546c9,KIAH,KMIA,2/29/2020
UAL717,,a46d4a,KBOS,KLAX,2/29/2020
DAL1327,,a3a9a3,KSFO,KLAX,2/29/2020
AAL574,,aae1ea,KDFW,KHHR,2/29/2020
AAL804,,ab7b02,KDFW,KDCA,2/29/2020
SWA4983,,a2597f,KPHX,KBUR,2/29/2020
DAL909,,a8ce92,KATL,,2/29/2020
JBU1259,,a313fc,KBOS,KPHL,2/29/2020
DAL64,,ab4fd4,KATL,LIRF,2/29/2020
AAL2408,,aa35e1,KPHX,KMSP,2/29/2020
AAL242,,ad4747,KATL,KDFW,2/29/2020
AAL2554,,acdbee,KDFW,KSMF,2/29/2020
SKW3236,,aa10ba,KORD,KMSP,2/29/2020
AAL941,,a163f2,KSFO,KDFW,2/29/2020
DAL673,,a8e37c,KATL,,2/29/2020
ENY3629,,a8f975,KORD,,2/29/2020
DAL98,,ab3d41,KDTW,LFPG,2/29/2020
AAL1543,,adc531,KORD,KSAN,2/29/2020
JBU2339,,a88774,KBOS,KBUR,2/29/2020
DAL1442,,adbdc9,KATL,KIAD,2/29/2020
SWA3104,,a537b2,KPHX,KMDW,2/29/2020
AAL42,,a0faf3,KLAX,KAKH,2/29/2020
SKW5251,,ad0506,KSFO,KSBA,2/29/2020
AAL2323,,adc8e7,KORD,KMIA,2/29/2020
DAL3005,,aca22e,KATL,KSRQ,2/29/2020
DAL669,,ad14a8,KORD,KMSP,2/29/2020
SKV7607,,c03dac,KBOS,CYYZ,2/29/2020
UAL2094,,abb089,KIAH,KLGA,2/29/2020
RPA4359,,a00ce0,KDCA,,2/29/2020
DAL1559,,a7a25f,KLAX,,2/29/2020
DAL1588,,acb872,KATL,KIAH,2/29/2020
PDT4840,,a94c2a,KDTW,KPHL,2/29/2020
AAL496,,aae960,KPHX,KCOS,2/29/2020
AAL1119,,aba281,KATL,KORD,2/29/2020
AAL2334,,a16228,KDFW,KPHL,2/29/2020
CPZ5763,,a83e06,KSEA,KSNA,2/29/2020
JBU1189,,a3b808,KBOS,KDCA,2/29/2020
UAL2128,,a46ce1,KPHX,KSFO,2/29/2020
DAL2208,,ac01d3,KDTW,KFLL,2/29/2020
SKW3253,,aa21ef,KORD,KOMA,2/29/2020
NKS720,,a945ed,KLAX,KLAS,2/29/2020
DAL116,,a16c3a,KATL,EDDS,2/29/2020
AAL382,,a0d90c,KLAX,KBOS,2/29/2020
ASA1049,,a24a0a,KBOS,KSAN,2/29/2020
SKW3776,,a309b4,KSEA,KBOI,2/29/2020
DAL2521,,ad474c,KATL,AL72,2/29/2020
ENY3327,,a906f3,KORD,KFFT,2/29/2020
SWA1241,,a53b69,KDCA,,2/29/2020
UAL2244,,aa4c3e,KSFO,KPMP,2/29/2020
DAL16,,abc29a,KDTW,EGLL,2/29/2020
UAL375,,a0acbb,KIAH,KORD,2/29/2020
SWA5527,,abd230,KATL,KCMH,2/29/2020
ENY3895,,acdbe7,KORD,09MO,2/29/2020
SKW3362,,a1878a,KSEA,93WA,2/29/2020
DAL325,,a8eaea,KATL,MROC,2/29/2020
AAL194,,aa2184,KPHX,EGLL,2/29/2020
QXE2865,,a817b1,KLAX,KPAE,2/29/2020
JBU2369,,aa4252,KBOS,KFLL,2/29/2020
ENY3625,,a94105,KORD,KCLE,2/29/2020
DAL753,,a3c233,KATL,,2/29/2020
AAL2318,,acced9,KDFW,KLAX,2/29/2020
JBU2800,,adbe91,KLAX,KFLL,2/29/2020
DAL2340,,a03f24,KIAH,KBTF,2/29/2020
QXE2047,,a5537f,KSEA,KPDX,2/29/2020
JBU877,,a96ba2,KBOS,KLAS,2/29/2020
DAL86,,abbb2c,KDTW,EDDF,2/29/2020
ENY3578,,a2ab6c,KORD,KXNA,2/29/2020
UAL1960,,a7b92b,KLAX,KEWR,2/29/2020
AAL1445,,a0ebab,KDFW,KISM,2/29/2020
SWA4145,,ad694c,KPHX,KABQ,2/29/2020
UAL215,,a59b5e,KSFO,KLAX,2/29/2020
JBU2168,,a2033a,KDCA,KHPN,2/29/2020
DAL889,,a8c724,KATL,KISM,2/29/2020
AAL758,,a11eb7,KPHX,KDFW,2/29/2020
ENY3761,,a8050d,KDTW,KORD,2/29/2020
NKS207,,ac9f4f,KDFW,KLAS,2/29/2020
AAL787,,a684b5,KLAX,KORD,2/29/2020
RVF878,,ac30cd,PANC,98AK,2/29/2020
ENY3627,,a2c1b6,KDCA,,2/29/2020
ASA542,,a335ad,KSEA,KSMF,2/29/2020
AAL2257,,acf492,KDFW,,2/29/2020
ENY3858,,a7dd8e,KORD,KCMI,2/29/2020
JBU1635,,a8a3ce,KSFO,KLGB,2/29/2020
QXE2386,,a57eb5,KSEA,CAM3,2/29/2020
DAL2067,,a3fc58,KATL,,2/29/2020
SKW3061,,a7d3fe,KORD,,2/29/2020
UAL427,,ab1644,KLAX,KIAH,2/29/2020
ENY3804,,a263dc,KORD,KCMH,2/29/2020
UAL512,,a2b081,KIAH,60CO,2/29/2020
CPZ6032,,a1c5e0,KLAX,KPDX,2/29/2020
QXE2155,,a83f30,KSEA,,2/29/2020
JBU993,,ad734a,KBOS,60CO,2/29/2020
DAL319,,ac21e4,KATL,,2/29/2020
AAL155,,ac1547,KPHX,KSTL,2/29/2020
ASA370,,a411df,KSEA,KOAK,2/29/2020
SKW3392,,a12d67,KSFO,KPSP,2/29/2020
DAL1309,,a3b87f,KATL,,2/29/2020
AWI3164,,a5a11e,KORD,KMCI,2/29/2020
SKW3383,,a18b41,KLAX,KSJC,2/29/2020
ASA771,,acc3bd,KDCA,KPDX,2/29/2020
NKS403,,a69192,KATL,KFLL,2/29/2020
AAL2609,,ac7a52,KDFW,KLAS,2/29/2020
DAL2242,,a4200d,KSEA,04WA,2/29/2020
SWA2972,,abbca1,KPHX,KDAL,2/29/2020
AAL398,,a8b44e,KIAH,,2/29/2020
ASQ2614,,a2362a,KORD,NE42,2/29/2020
DAL2652,,a451db,KATL,KLGA,2/29/2020
LAN592,,e80452,KLAX,MDBG,2/29/2020
FFT1157,,a32396,KORD,KMCO,2/29/2020
AAL1588,,a8d206,KPHX,KEWR,2/29/2020
ASA654,,a2b562,KSEA,KPHX,2/29/2020
AAL1304,,acffb7,KDFW,,2/29/2020
SWA3650,,a73f35,KLAX,KLAS,2/29/2020
SKW3216,,aa4200,KPHX,,2/29/2020
DAL337,,ab63d7,KATL,,2/29/2020
AAL2594,,a12625,KDFW,KAUS,2/29/2020
JBU1023,,a13b66,KDCA,,2/29/2020
ASH6111,,ab663f,KPHX,KPSP,2/29/2020
DAL1958,,a36a13,KORD,KATL,2/29/2020
EJA365,,a4204e,KLAX,KSJC,2/29/2020
IBE2622,,345319,KSFO,LEBL,2/29/2020
ASA33,,a6a300,KBOS,KPDX,2/29/2020
AAL604,,a8d5bd,KPHX,KMCF,2/29/2020
ASA1231,,a1cc1f,KORD,KLAX,2/29/2020
QXE2132,,a569c9,KSEA,KRLD,2/29/2020
AAL1485,,ad3d4e,KORD,KSEA,2/29/2020
RPA3401,,a9cd47,KATL,KEWR,2/29/2020
DLH457,,3c65ae,KLAX,EDDF,2/29/2020
AAL492,,ab10df,KPHX,KCMH,2/29/2020
DAL1078,,a44291,KSEA,KLAX,2/29/2020
ASQ4195,,a07792,KDCA,KEWR,2/29/2020
AAL411,,ace0d2,KPHX,KMCO,2/29/2020
DAL54,,acc9a7,KIAH,KATL,2/29/2020
SKV7666,,c02e94,KDFW,CYYZ,2/29/2020
AAL2240,,ac22c5,KSEA,KDFW,2/29/2020
ASH5963,,acd57e,KPHX,KDFW,2/29/2020
DAL383,,a445f8,KATL,,2/29/2020
JZA896,,c055eb,KBOS,,2/29/2020
ASA468,,a30460,KLAX,KJFK,2/29/2020
FFT2302,,a3fba4,KDFW,KPHL,2/29/2020
BTQ327,,a785a0,KLAX,KMCE,2/29/2020
QTR730,,06a123,KDFW,OTHH,2/29/2020
SWA3069,,ace7aa,KPHX,KLAS,2/29/2020
FFT2146,,a967ae,KSFO,KLAS,2/29/2020
SWA4523,,ac8009,KSEA,KSAN,2/29/2020
SWA4676,,abc0c1,KLAX,KSTL,2/29/2020
DAL8927,,a89fa3,KPHX,KSMF,2/29/2020
QXE2142,,a5135d,KSEA,KBOI,2/29/2020
AAL1694,,ac769b,KDFW,KDEN,2/29/2020
AWI3900,,a4e6c8,KORD,KATW,2/29/2020
JBU616,,ad2445,KSFO,KJFK,2/29/2020
FFT2162,,a39dca,KLAX,KLAS,2/29/2020
BTQ866,,a5c672,KBOS,KMSS,2/29/2020
DAL2793,,ab09b4,KSEA,KLAS,2/29/2020
AAL2009,,a0c42c,KDFW,KSEA,2/29/2020
AAL891,,acf486,KPHX,KORD,2/29/2020
DAL1780,,ada16f,KATL,KEWR,2/29/2020
AFL107,,4248f6,KLAX,UUEE,2/29/2020
ASA14,,a2b919,KSEA,KEWR,2/29/2020
NKS1467,,a6c7ed,KDTW,,2/29/2020
AAL347,,ac97e4,KDFW,,2/29/2020
RPA3748,,a9b0ed,KDTW,KEWR,2/29/2020
UAL460,,aa56f7,KLAX,KSFO,2/29/2020
AAL1318,,ab436f,KDFW,KORD,2/29/2020
ASA400,,acd299,KSEA,KLAX,2/29/2020
FFT2824,,a40cd9,KPHX,KCOS,2/29/2020
SKW5974,,ace621,KSFO,KPSP,2/29/2020
SWA2687,,a1e302,KDCA,KMCI,2/29/2020
AWI3927,,a4dba3,KORD,KTYS,
SWA2316,,aaa26a,KATL,KDCA,
ACA742,,c0440e,KSFO,CYYZ,
AAL790,,a18403,KDFW,KAKH,3/1/2020
CSN434,,7804c6,KORD,,3/1/2020
AAL2372,,ad185a,KDFW,KSAT,3/1/2020
DAL134,,a6657e,KDTW,EHAM,3/1/2020
ENY4158,,ab9628,KDFW,,3/1/2020
ASH5984,,a23877,KDFW,,3/1/2020
SWA5261,,abb601,KSEA,KSJC,3/1/2020
ASA1338,,abb459,KPHX,KSFO,3/1/2020
DAL32,,a388a9,KDFW,KATL,3/1/2020
SKW3474,,a14d78,KSEA,KFAT,3/1/2020
SWA4134,,a5dd1c,KPHX,KSAN,3/1/2020
ASA437,,abb810,KLAX,KSEA,3/1/2020
NKS845,,a91700,KDTW,KFLL,3/1/2020
SWA3060,,aa6bed,KDCA,KMKE,3/1/2020
WEN3606,,c06151,KBOS,CYYZ,3/1/2020
CPZ6099,,a1babb,KLAX,CO12,3/1/2020
JSX411,,a27614,KPHX,KLAS,3/1/2020
ENY3984,,a22003,KDFW,,3/1/2020
QXE2903,,a87cf9,KSEA,KPDX,3/1/2020
CPZ5720,,a7e8f8,KLAX,KSJC,3/1/2020
DAL549,,ac76f2,KATL,02PR,3/1/2020
DAL491,,a3be8f,KLAX,KDFW,3/1/2020
SWA4940,,aa7734,KBOS,KBWI,3/1/2020
SWA5603,,abb624,KATL,KIAD,3/1/2020
SWA3081,,aab0ba,KPHX,KEYE,3/1/2020
ASQ4379,,a12072,KIAH,,3/1/2020
SWA4243,,acfa3d,KSFO,KBUR,3/1/2020
UAL972,,a899a2,KORD,EBBR,3/1/2020
AAL2658,,a3b88e,KLAX,KSFO,3/1/2020
ASA626,,a37986,KSEA,KLAS,3/1/2020
SWA2692,,aa06c2,KATL,KLAS,3/1/2020
AAL751,,ac75ee,KDFW,KDFW,3/1/2020
UAL1481,,aa56b6,KIAH,KSAT,3/1/2020
JBU1336,,a37a3f,KDTW,KBOS,3/1/2020
AAL2201,,a01112,KLAX,KJFK,3/1/2020
SWA3792,,a2f77b,KPHX,KLAX,3/1/2020
DAL355,,abc573,KATL,,3/1/2020
UAL693,,a56a18,KSFO,CYVR,3/1/2020
AAL1638,,a8943d,KPHX,KEYE,3/1/2020
NKS556,,a7fb19,KATL,KBWI,3/1/2020
GJS4588,,a6496b,KORD,KGRR,3/1/2020
SWA4914,,aa779d,KATL,KDAL,3/1/2020
AWI3781,,a4ee36,KORD,,3/1/2020
ASA843,,a22642,KSEA,KPSP,3/1/2020
ASH6091,,abb5a5,KIAH,,3/1/2020
SWA4160,,a51f0f,KPHX,KU42,3/1/2020
AWI4841,,a58c32,KORD,PA76,3/1/2020
FFT2153,,a3c900,KPHX,KLAS,3/1/2020
DAL875,,ada1b3,KATL,KBWI,3/1/2020
ASA179,,a7fdab,PANC,,3/1/2020
SWA3771,,abe7e3,KPHX,KSFO,3/1/2020
ASQ4288,,a81bcc,KORD,,3/1/2020
VOI919,,0d0b35,KLAX,,3/1/2020
DAL692,,ab58b2,KATL,,3/1/2020
BAW45B,,4006b0,KBOS,EGLL,3/1/2020
SWA3164,,abe4db,KATL,7PS7,3/1/2020
GJS4558,,a6dff9,KORD,OI45,3/1/2020
AAL887,,ab0361,KPHX,KSAT,3/1/2020
SWA3866,,acb664,KLAX,KOAK,3/1/2020
QTR714,,06a11f,KIAH,OTHH,3/1/2020
DAL2275,,a44d1c,KATL,KORF,3/1/2020
CPZ6054,,a196f3,KSEA,KLAX,3/1/2020
UAL437,,a6045d,KIAH,KDEN,3/1/2020
AAL64,,adb656,KDCA,KMIA,3/1/2020
SKW5556,,ada302,KORD,,3/1/2020
SKW5993,,a53756,KSFO,OG13,3/1/2020
NKS1917,,a7fed0,KDFW,60CO,3/1/2020
UAL794,,a53006,KORD,KMSN,3/1/2020
AAL50,,a9a750,KDFW,EGLL,3/1/2020
DAL2168,,a8de33,KATL,KFLL,3/1/2020
DAL2811,,a3f401,KDCA,KATL,3/1/2020
UAL912,,a53774,KATL,KSFO,3/1/2020
SWA1984,,aaad49,KPHX,KOAK,3/1/2020
RPA3613,,abe2f6,KORD,KCMH,3/1/2020
AAL1037,,adb0b4,KSFO,KPHX,3/1/2020
SWA3395,,ad5817,KATL,SC32,3/1/2020
UAL952,,a8886d,KORD,EDDM,3/1/2020
SWA3200,,a20e38,KDCA,,3/1/2020
DAL2383,,a8fd73,KATL,,3/1/2020
CPZ5718,,a7e18a,KLAX,KPHX,3/1/2020
DAL416,,ab313c,KSEA,,3/1/2020
AAL239,,ab6394,KBOS,KORD,3/1/2020
JIA5093,,a99b1b,KDCA,KPHL,3/1/2020
UAL1707,,a3f621,KIAH,FD37,3/1/2020
SKV7547,,c00b78,KATL,CYYZ,3/1/2020
EJA694,,a93b01,KLAX,KSUS,3/1/2020
AAL48,,ab839d,KDFW,LFPG,3/1/2020
RPA3419,,a85949,KBOS,KEWR,3/1/2020
ASQ3991,,a0b888,KORD,02ME,3/1/2020
ASH6369,,abdc92,KIAH,,3/1/2020
SWA2683,,a24fb8,KATL,KLGA,3/1/2020
ASA633,,a70aa1,KPHX,KSEA,3/1/2020
AAL225,,ad77fe,KBOS,KPHL,3/1/2020
UAL1711,,aa8a09,KLAX,CO12,3/1/2020
DAL1643,,a44e18,KPHX,KSEA,3/1/2020
ASQ4123,,a80e4e,KORD,KPVD,3/1/2020
QXE2135,,a85931,KSEA,CYYC,3/1/2020
ASQ4440,,a1200d,KIAH,,3/1/2020
SWA4547,,aa7a61,KDCA,,3/1/2020
SKW5463,,a4efc6,KIAH,KCOS,3/1/2020
ASQ4177,,a7ff72,KORD,,3/1/2020
DAL962,,a0f541,KATL,KSEA,3/1/2020
JBU815,,a3f82a,KBOS,KBUF,3/1/2020
AAL1689,,aa2abc,KPHX,7PS7,3/1/2020
UAL679,,a47809,KORD,KROC,3/1/2020
AAL297,,a06010,KLAX,,3/1/2020
ASH6116,,ac537f,KIAH,KPHL,3/1/2020
UAL447,,aa2ba2,KSFO,KSEA,3/1/2020
SWA3297,,a1e6b9,KATL,,3/1/2020
JBU1265,,a770a2,KBOS,KRSW,3/1/2020
AAL661,,a8fd3c,KPHX,KIAH,3/1/2020
AAL1123,,ac7a33,KDFW,SKBO,3/1/2020
ASH6088,,abdd00,KIAH,KAUS,3/1/2020
UAL1126,,a46603,KORD,KIAH,3/1/2020
ANZ2,,c81d82,KLAX,EGLL,3/1/2020
UAL2242,,a57796,KSFO,60CO,3/1/2020
ASH6283,,aaf002,KIAH,,3/1/2020
ASQ3977,,a7ea86,KORD,KATL,3/1/2020
DAL61,,a12fda,KATL,SBGL,3/1/2020
SWA2986,,abe77a,KPHX,KBNA,3/1/2020
NKS470,,a8c44b,KDFW,KFLL,3/1/2020
JBU391,,a87c4f,KBOS,,3/1/2020
UAL2264,,aa8114,KIAH,KSFO,3/1/2020
UAL624,,a611db,KORD,KDCA,3/1/2020
BTQ438,,a57774,KATL,KDCU,3/1/2020
AAL1969,,a78a52,KORD,KPHX,3/1/2020
ASQ4102,,a05d92,KIAH,,3/1/2020
UAL1283,,ab8553,KDTW,KSFO,3/1/2020
DAL404,,a0563b,KBOS,LFPG,3/1/2020
AAL1388,,a68e7c,KPHX,KJFK,3/1/2020
ASA1174,,a41d04,KSEA,KSAN,3/1/2020
ASQ4230,,a0c695,KIAH,KTYS,3/1/2020
SWA3750,,a30657,KPHX,KHOU,3/1/2020
AWI3793,,a50e47,KORD,KHPN,3/1/2020
ASQ4267,,a0a04e,KIAH,,3/1/2020
UAL1993,,a94b02,KORD,,3/1/2020
SKW5885,,aaafd8,KIAH,,3/1/2020
UAE230,,89644d,KSEA,OMDB,3/1/2020
CPZ6063,,a1dc2a,KLAX,KTUS,3/1/2020
SKW5089,,ace74e,KORD,KFWA,3/1/2020
JBU1133,,adc238,KBOS,KSFO,3/1/2020
ASH6061,,ac045e,KIAH,KATL,3/1/2020
DAL9937,,a0f7e2,KATL,KMSP,3/1/2020
UAL390,,a582bb,KIAH,,3/1/2020
KAP712,,a29184,KORD,KDEC,3/1/2020
AAL147,,acdf9a,KLAX,KDFW,3/1/2020
AAL2763,,ad90a3,KPHX,KBOS,3/1/2020
ASQ4060,,a0698b,KORD,KAKH,3/1/2020
SKW4111,,a24082,KLAX,KABQ,3/1/2020
UAL907,,a884b6,KORD,EDDF,3/1/2020
SKW3348,,a17140,KSFO,KDAL,3/1/2020
QXE2498,,a5424a,KSEA,,3/1/2020
ASQ4396,,a0f8cb,KIAH,,3/1/2020
AAL315,,ad34b4,KDTW,KDFW,3/1/2020
JZA463,,c05c7a,KBOS,CYUL,3/1/2020
DAL80,,ab5975,KATL,EBBR,3/1/2020
SWA2966,,abd994,KATL,KPHL,3/1/2020
UAL810,,a330a0,KSFO,KIAH,3/1/2020
AAL55,,a9fb4e,KDFW,,3/1/2020
UAL626,,a22539,KORD,KPHL,3/1/2020
ASH6096,,abdd1c,KIAH,,3/1/2020
SKW5832,,ad28ce,KSFO,,3/1/2020
JBU1979,,a24aca,KDCA,KFLL,3/1/2020
ASQ4178,,a0a9f8,KIAH,,3/1/2020
UAL702,,a1239d,KORD,KCLE,3/1/2020
AAL1578,,acce3f,KDFW,KMSP,3/1/2020
SKW5599,,aac87b,KORD,KORF,3/1/2020
UAL213,,a66332,KSFO,KEWR,3/1/2020
RPA3483,,a9f87d,KIAH,KAGC,3/1/2020
AAL889,,ab35cb,KPHX,KAUS,3/1/2020
DAL316,,a45b96,KATL,,3/1/2020
AAL324,,ab686f,KDFW,,3/1/2020
UAL2172,,a885f4,KIAH,KLAX,3/1/2020
SWA3393,,ad493b,KLAX,,3/1/2020
UAL422,,a76f6c,KORD,KSFO,3/1/2020
LOF4691,,a146d6,KORD,KSDF,3/1/2020
SWA3438,,a2d76a,KATL,KHOU,3/1/2020
ASA1932,,a41596,KSFO,KLAX,3/1/2020
RPA3650,,a9e391,KIAH,KSDF,3/1/2020
AAL205,,a04b24,KLAX,,3/1/2020
UAL1863,,a097e9,KORD,KRDU,3/1/2020
UAL564,,a9d5e4,KORD,KFLL,3/1/2020
SKW3249,,a9ea5d,KDFW,3IN4,3/1/2020
AWI4856,,a5799f,KORD,KMWC,3/1/2020
SWA3753,,abebbe,KSFO,KRIR,3/1/2020
ASA66,,a7f9f4,PANC,KSEA,3/1/2020
JIA5043,,a66c99,KDCA,KDAY,3/1/2020
AAL724,,aa3994,KPHX,KGRR,3/1/2020
UAL790,,a46cc1,KORD,KBOS,3/1/2020
ASA1480,,a57d52,KLAX,KLAS,3/1/2020
ASH6315,,ac2bfd,KIAH,,3/1/2020
UAL2173,,a76f68,KORD,KMCO,3/1/2020
QXE2522,,a851c3,KLAX,KSJC,3/1/2020
AAL2140,,ad3a35,KDCA,KBOS,3/1/2020
UAL1958,,aa568e,KIAH,KMIA,3/1/2020
UAL909,,a8a87e,KORD,EHAM,3/1/2020
AFR355,,3949f1,KSEA,LFPG,3/1/2020
BAW71F,,40073f,KSFO,EGLL,3/1/2020
AAL2761,,acae2e,KDFW,KSTL,3/1/2020
ENY3793,,a2e935,KDFW,MU13,3/1/2020
SWA2890,,a5b59d,KATL,KBNA,3/1/2020
SWA4211,,aa9769,KLAX,KPHX,3/1/2020
ASH6311,,ac2bd5,KIAH,,3/1/2020
DAL90,,ab8862,KATL,EDDL,3/1/2020
NKS425,,a8d6de,KORD,KFLL,3/1/2020
UAL1451,,a5bccd,KIAH,KISM,3/1/2020
ASH5992,,acf50b,KDFW,KSDF,3/1/2020
DAL1219,,a6f3c0,KLAX,,3/1/2020
SKV7617,,c03da9,KDCA,CYYZ,3/1/2020
RPA3624,,abd41a,KORD,KBUF,3/1/2020
UAL1426,,a2b8c5,KIAH,,3/1/2020
UAL619,,ab3655,KIAH,KSEA,3/1/2020
EJA209,,a1b4e1,KPHX,KPSP,3/1/2020
AAL2698,,ad7da2,KDFW,KABQ,3/1/2020
BAW282,,4006a9,KLAX,EGLL,3/1/2020
UAL361,,a28904,KORD,VT01,3/1/2020
ENY3449,,a80c7b,KDFW,KCMI,3/1/2020
AAL1083,,abafff,KBOS,KPHX,3/1/2020
AWI3892,,a51d23,KORD,KDAY,3/1/2020
UAL1737,,a03618,KIAH,,3/1/2020
SKW5518,,a04b92,KORD,KBNA,3/1/2020
SWA2575,,a577d4,KDCA,KMDW,3/1/2020
SWA3230,,a28c23,KPHX,KBWI,3/1/2020
ASH6137,,ac52f2,KIAH,KHFD,3/1/2020
AAL2433,,a3d4ed,KDFW,KPDX,3/1/2020
ENY3509,,a2c56d,KDFW,KXNA,3/1/2020
ASQ4203,,a7d085,KORD,KROA,3/1/2020
AAL1172,,acb953,KORD,KBOS,3/1/2020
JBU197,,ad1560,KBOS,KSEA,3/1/2020
SWA4318,,ad2ce1,KPHX,KLAS,3/1/2020
UAL378,,a4e876,KIAH,,3/1/2020
ASQ4125,,a806e0,KORD,,3/1/2020
ASH5997,,ac7ad7,KDFW,,3/1/2020
SKW3187,,aa0a6e,KORD,K8C4,3/1/2020
ASQ4454,,a7f804,KIAH,,3/1/2020
ENY4100,,a2ecec,KDCA,KORD,3/1/2020
ATN3200,,aa4587,KDFW,3OH9,3/1/2020
UAL1036,,a224f9,KIAH,KIAH,3/1/2020
AAL1207,,ad00e3,KDFW,KE95,3/1/2020
AAL295,,ad574f,KORD,KLGA,3/1/2020
ASA50,,a7e8bf,PANC,,3/1/2020
DAL1160,,a438c3,KATL,KDCA,3/1/2020
SKW3011,,aa1ba3,KORD,CYUL,3/1/2020
UAL580,,a24cc0,KORD,,3/1/2020
AAL2276,,ad4afe,KIAH,KDFW,3/1/2020
SKW3227,,a98515,KORD,KBNA,3/1/2020
VOI975,,a655d7,KPHX,,3/1/2020
DAL544,,a33d5a,KATL,KCVG,3/1/2020
AAL1477,,ac066b,KDFW,,3/1/2020
ETD170,,8963cc,KLAX,OMAA,3/1/2020
RPA3536,,aa0b10,KDCA,KEWR,3/1/2020
UAL1857,,a4d5e3,KORD,KIAD,3/1/2020
RVF836,,ac295f,PANC,PANC,3/1/2020
AAL1509,,aa88d2,KDFW,KMSN,3/1/2020
ASA1203,,ab9f6d,KORD,KSFO,3/1/2020
DAL258,,ab321c,KBOS,EHAM,3/1/2020
UAL217,,a0acf9,KIAH,CYVR,3/1/2020
AAL2448,,acf0db,KDFW,,3/1/2020
GJS4502,,a6e767,KORD,KMDT,3/1/2020
THT7,,3a3688,KLAX,NTAA,3/1/2020
ENY3365,,a2ddac,KORD,KPVD,3/1/2020
AAL1291,,ac9e26,KDFW,KIAD,3/1/2020
ASA793,,a86e85,KDTW,KSEA,3/1/2020
AAL1441,,ad3fd9,KDFW,KE95,3/1/2020
ASH5730,,a234c0,KIAH,KPHX,3/1/2020
ENY3305,,a272b8,KDFW,,3/1/2020
AAL1062,,acee50,KORD,KSTL,3/1/2020
UAL1565,,aa56d4,KIAH,MROC,3/1/2020
JBU647,,a65104,KBOS,KJFK,3/1/2020
AAL2104,,a8a319,KPHX,KDTW,3/1/2020
GJS4579,,a6b4c3,KORD,KCVG,3/1/2020
AAL1084,,ac75a5,KDFW,,3/1/2020
AAL2715,,a08663,KORD,KLAX,3/1/2020
ENY3747,,a24014,KDFW,KCVG,3/1/2020
ASA1755,,a81f87,KSFO,KSEA,3/1/2020
RPA4278,,a046f2,KDCA,,3/1/2020
JBU1124,,ad7701,KLAX,KJFK,3/1/2020
ASQ4163,,a03332,KIAH,,3/1/2020
DAL2438,,ad83fb,KATL,KPLR,3/1/2020
SKW3030,,aa3bf0,KDFW,,3/1/2020
JIA5438,,a7c878,KDFW,,3/1/2020
TAP242,,4951f2,KORD,LPPT,3/1/2020
UAL2070,,a43eed,KSFO,KEYE,3/1/2020
ASH5968,,ad448d,KDFW,,3/1/2020
GJS4527,,a645b4,KORD,KABE,3/1/2020
DAL31,,a36898,KATL,KDFW,3/1/2020
DAL2104,,a7081a,KATL,KMCO,3/1/2020
ENY3729,,a29dee,KDFW,KMDT,3/1/2020
AAL2395,,ad2cb7,KBOS,KPHL,3/1/2020
SKW5461,,ad906f,KSFO,OG21,3/1/2020
SWA4492,,a1c2f1,KPHX,KTUL,3/1/2020
UAL1461,,a44560,KIAH,,3/1/2020
SIA51,,76cdb1,KIAH,EGCC,3/1/2020
ASA24,,a2f584,KSEA,KBOS,3/1/2020
RPA4378,,a53f5b,KDCA,KSDF,3/1/2020
