callsign,Column1,icao24,origin,destination,firstseen
KAP54,,a697fd,KBOS,KPSM,3/5/2020
AAL1121,,a0d374,KORD,KMCO,3/5/2020
EDV5324,,a31486,KATL,,3/5/2020
ASQ4241,,a0a051,KDCA,KEWR,3/5/2020
SWA5764,,abf396,KDTW,KSTL,3/5/2020
AAL774,,a12625,KLAX,KCLT,3/5/2020
DAL2180,,ac5bf6,KATL,,3/5/2020
DAL1352,,a6e12d,KSEA,KSGS,3/5/2020
AAL961,,ac756c,KDFW,KUTA,3/5/2020
JBU311,,a1d096,KBOS,KORD,3/5/2020
ASH6105,,ac2bb9,KIAH,,3/5/2020
ASQ4010,,a204ea,KIAH,KSTL,3/5/2020
AAL2811,,a4b065,KLAX,KDFW,3/5/2020
AAL1964,,ac4dfb,KORD,,3/5/2020
DAL2663,,a8ded6,KATL,KPSP,3/5/2020
SWA1554,,a537b2,KDCA,KMCI,3/5/2020
SWA1583,,a27aee,KPHX,KRIR,3/5/2020
AAL1998,,a65b76,KDFW,KTUS,3/5/2020
DAL2661,,adde1e,KATL,KMIA,3/5/2020
ASA81,,a59d63,KSEA,PANC,3/5/2020
DAL1276,,ac76ea,KATL,KCMH,3/5/2020
ENY3495,,a9033c,KORD,KTYS,3/5/2020
DAL2928,,a49d22,KDTW,KPHX,3/5/2020
SKW3272,,aa0a6e,KDFW,,3/5/2020
SWA516,,a260ed,KLAX,KPHX,3/5/2020
AAL2428,,a1804c,KORD,KDFW,3/5/2020
DAL2626,,ad6b14,KORD,KLGA,3/5/2020
JIA5524,,a984d1,KDCA,KPVD,3/5/2020
QXE2801,,a81f1f,KPHX,KPAE,3/5/2020
RPA6039,,abf7e2,KBOS,KDCA,3/5/2020
GJS4568,,a6e767,KORD,,3/5/2020
DAL496,,a42020,KATL,,3/5/2020
UAL504,,a5f581,KSFO,KLAX,3/5/2020
UAL2041,,a11f5a,KLAX,KEWR,3/5/2020
FDX3601,,a9ab7b,KBOS,KUMP,3/5/2020
JIA5434,,a1cd6b,KDCA,,3/5/2020
ENY3392,,a272b8,KORD,,3/5/2020
DAL1775,,ac96fb,KATL,,3/5/2020
AAL466,,acffb7,KORD,KATL,3/5/2020
AAL1805,,acdd1b,KLAX,KORD,3/5/2020
ENY3642,,a8fd2c,KDFW,,3/5/2020
ASH5962,,a385be,KDFW,,3/5/2020
AAL2517,,ac5cd7,KORD,,3/5/2020
UPS2751,,a2ed83,KDFW,KSDF,3/5/2020
SKV7613,,c00b93,KDCA,CYYZ,3/5/2020
ENY3833,,ab9628,KDFW,,3/5/2020
UAL2115,,aa56f7,KSFO,KDEN,3/5/2020
SWA2160,,acd675,KSEA,KOAK,3/5/2020
AAL1522,,a08021,KLAX,KMIA,3/5/2020
SKW5224,,a0b6ea,KATL,KIAH,3/5/2020
CPZ5712,,a83e06,KLAX,KLAS,3/5/2020
ASH5961,,acd935,KDFW,KSAF,3/5/2020
AAL976,,ad6758,KORD,KORD,3/5/2020
AAL1163,,a05c59,KORD,KLAX,3/5/2020
ENY3854,,ad159b,KORD,KCMH,3/5/2020
UAL8174,,a4943f,KIAH,KDEN,3/5/2020
SKW5220,,a10d56,KORD,CYYC,3/5/2020
AAL407,,adeca5,KPHX,KDFW,3/5/2020
RPA4451,,a53ba4,KDCA,KJFK,3/5/2020
AAL1225,,ad8895,KDFW,,3/5/2020
UPS2905,,a38a21,KLAX,KDFW,3/5/2020
FDX641,,a06e35,KSFO,,3/5/2020
AAL1087,,acdbef,KORD,,3/5/2020
LOF4755,,ab8f6e,KORD,6NA2,3/5/2020
DAL969,,adb65b,KATL,KHSV,3/5/2020
AAL353,,acea99,KDFW,,3/5/2020
JIA5282,,a27fd6,KDCA,KHPN,3/5/2020
SKV7684,,c00b80,KIAH,CYUL,3/5/2020
ENY3746,,a23c5d,KORD,,3/5/2020
EDV5085,,ab6ebb,KDTW,KMDT,3/5/2020
JBU1007,,a825e3,KSEA,KLGB,3/5/2020
JBU861,,ab355c,KBOS,TJIG,3/5/2020
GJS4511,,a70b2f,KORD,KXNA,3/5/2020
DAL2602,,a48321,KATL,KDCA,3/5/2020
AAL1926,,ad83b2,KORD,KRSW,3/5/2020
AAL2402,,a3c9c5,KDFW,KSNA,3/5/2020
JBU288,,ad2095,KLAX,KBOS,3/5/2020
DAL1235,,ac491d,KATL,KMDT,3/5/2020
QXE2372,,a57747,KSEA,93WA,3/5/2020
ASA1321,,a82e63,KSFO,KPDX,3/5/2020
ASA82,,a8103e,PANC,KSEA,3/5/2020
ASH5987,,ad15a0,KDFW,KABQ,3/5/2020
RPA5904,,a1a56d,KORD,KBOS,3/5/2020
DAL3049,,ad14a8,KATL,KHPN,3/5/2020
DAL575,,a44e18,KATL,,3/5/2020
AAL2730,,a0fea6,KBOS,KDFW,3/5/2020
AAL395,,adcca0,KORD,TJIG,3/5/2020
AAL2723,,a3244f,KORD,KBOS,3/5/2020
JIA5170,,a97753,KDCA,KALB,3/5/2020
JBU62,,aa4252,KBOS,KLGA,3/5/2020
SWA356,,abaeb2,KSFO,KMDW,3/5/2020
UAL1841,,a494eb,KORD,KDFW,3/5/2020
AAL1064,,a0d90c,KDFW,KSAN,3/5/2020
NCA101,,846a5b,KLAX,KLAX,3/5/2020
DAL2651,,accd5e,KATL,KSTL,3/5/2020
ASH6130,,ac5310,KDTW,KIAD,3/5/2020
ENY3887,,a2c1b6,KDFW,KSGF,3/5/2020
ASH5893,,acf946,KDFW,,3/5/2020
UAL2755,,a09fc4,KSFO,KLAX,3/5/2020
EDV5382,,a095aa,KATL,KSGF,3/5/2020
DAL1350,,ad87b2,KATL,,3/5/2020
DAL567,,abaf1e,KBOS,,3/5/2020
WJA1499,,c080a4,KPHX,CYYC,3/5/2020
UAL2331,,a582bb,KORD,KCMH,3/5/2020
SKW4291,,acfc6b,KDTW,,3/5/2020
AAL1167,,a0bcb2,KDCA,KORD,3/5/2020
AAL2835,,ad5d5f,KDFW,KBUR,3/5/2020
SWA1743,,aa7b78,KLAX,KBWI,3/5/2020
UAL359,,a097e9,KORD,,3/5/2020
QXE2710,,a851c3,KSEA,KDAL,3/5/2020
DAL570,,ac259b,KATL,KSFO,3/5/2020
DAL318,,ad83b7,KATL,,3/5/2020
DAL750,,a4200d,KDTW,,3/5/2020
JIA5528,,a1b4c8,KDCA,KPLR,3/5/2020
SKW3215,,a7fb7d,KDFW,,3/5/2020
GJS4528,,a6d27b,KORD,KGRR,3/5/2020
DAL849,,a335f6,KATL,,3/5/2020
SWA501,,abdcbe,KDCA,KDAL,3/5/2020
AWI4824,,a575e8,KORD,KRNP,3/5/2020
CAL5148,,899102,PANC,KORD,3/5/2020
SWA1726,,abe77a,KSEA,KMDW,3/5/2020
ASA512,,a5a888,KLAX,KEWR,3/5/2020
DAL559,,ab599b,KATL,TJIG,3/5/2020
SKW3203,,aa6aa1,KORD,KBNA,3/5/2020
AAL2363,,a3f8b8,KDFW,KBNA,3/5/2020
JZA916,,c00b7b,KDTW,CYYZ,3/5/2020
SKW3742,,a55ed5,KATL,KC15,3/5/2020
JBU590,,a32ef8,KDCA,KBOS,3/5/2020
ENY3574,,ab2719,KDFW,,3/5/2020
ASA340,,a78c43,KSFO,KEWR,3/5/2020
SWA898,,a9b40d,KPHX,KSJC,3/5/2020
DAL2851,,acb4b6,KATL,KIAH,3/5/2020
DAL1335,,a7b4f2,KLAX,KMSP,3/5/2020
AAL2229,,ac18fe,KBOS,KPHX,3/5/2020
RPA3728,,a8795a,KORD,KOMA,3/5/2020
SKW3241,,aa295d,KDFW,KSPS,3/5/2020
UAL1496,,ac121a,KDCA,KORD,3/5/2020
JBU1109,,ab6800,KBOS,KBOS,3/5/2020
EDV5055,,a8d5db,KDTW,KMHT,3/5/2020
DAL2053,,acc239,KATL,KBUF,3/5/2020
DAL1093,,a6fb2e,KATL,,3/5/2020
ENY3369,,ab0961,KORD,MI84,3/5/2020
UAL2287,,a5d28e,KSEA,KORD,3/5/2020
AAL2105,,aa2e6f,KPHX,KSJC,3/5/2020
ENY4016,,a21839,KDFW,,3/5/2020
DAL1060,,ac6f8a,KDTW,,3/5/2020
AAL2027,,accb22,KLAX,KPHX,3/5/2020
DAL1323,,a0e0cf,KATL,KLAX,3/5/2020
SKW2968,,a9cb83,KDTW,KORD,3/5/2020
AAL2163,,ad3dec,KBOS,KLGA,3/5/2020
DAL854,,acc9b2,KSFO,KDTW,3/5/2020
DAL1008,,a6dd76,KLAX,KATL,3/5/2020
FFT106,,a963f7,KORD,,3/5/2020
SWA1072,,abf3da,KPHX,27CL,3/5/2020
AAL2783,,ada16a,KDFW,,3/5/2020
LOF4689,,a05a22,KORD,KDAY,3/5/2020
DAL571,,a8e262,KATL,,3/5/2020
SKW3936,,ab68d0,KDTW,VA95,3/5/2020
DAL1421,,a4105b,KDCA,KDTW,3/5/2020
UAL761,,a5b1a8,KORD,KSFO,3/5/2020
AAL1622,,acd481,KDFW,KDEN,3/5/2020
ASH5796,,a23c2e,KPHX,KOAK,3/5/2020
UAL616,,a3a084,KSFO,KORD,3/5/2020
SWA1420,,abc0e4,KLAX,KATL,3/5/2020
EDV5166,,a7d725,KATL,,3/5/2020
NKS511,,ac82f5,KDTW,KLAS,3/5/2020
ENY3813,,a7dac4,KORD,KTOL,3/5/2020
DAL340,,ad8b69,KATL,KIAD,3/5/2020
ASH5944,,acdcec,KDFW,9CA0,3/5/2020
ENY4115,,aced1c,KDFW,,3/5/2020
QXE2414,,a56612,KSEA,KPDX,3/5/2020
AAL798,,a6e131,KDCA,KCLT,3/5/2020
SKW3850,,a7e691,KATL,KLXV,3/5/2020
DAL330,,ad7639,KDTW,KBWI,3/5/2020
UAL525,,a494c5,KBOS,KIAD,3/5/2020
SWA1279,,aa733b,KLAX,KBNA,3/5/2020
DAL908,,a3323f,KATL,,3/5/2020
ENY3695,,a24b39,KDFW,CYYC,3/5/2020
DAL747,,a44db3,KPHX,KSEA,3/5/2020
SKW5966,,acb608,KORD,AL18,3/5/2020
AAL1579,,a0d72b,KDFW,KFLL,3/5/2020
JIA5075,,a69061,KDCA,KMHT,3/5/2020
DAL2240,,abab67,PANC,KSEA,3/5/2020
ENY3978,,a8c439,KORD,,3/5/2020
GJS4536,,a6b4c3,KORD,,3/5/2020
RPA4527,,a026e1,KATL,KLGA,3/5/2020
ASH5783,,aca60d,KDFW,,3/5/2020
DAL2132,,aca996,KATL,KSAT,3/5/2020
HAL53,,a1d433,KSFO,,3/5/2020
EDV5482,,a42680,KDTW,KCVG,3/5/2020
AWI3847,,a506d9,KORD,KROC,3/5/2020
JBU2191,,a78945,KBOS,,3/5/2020
SKW3513,,ab703e,KDTW,KORF,3/5/2020
SWA955,,a97db2,KPHX,KSNA,3/5/2020
DAL3078,,a41131,KSEA,KORD,3/5/2020
DAL1247,,a34111,KATL,,3/5/2020
KAP265,,a28545,KBOS,K8B1,3/5/2020
UAL1561,,ab819c,KORD,,3/5/2020
AAL1734,,ac8a66,KDFW,KORD,3/5/2020
RPA4591,,a03bcd,KDCA,VT30,3/5/2020
ASA127,,a6f5b5,PANC,,3/5/2020
AAL118,,a01c37,KLAX,KJFK,3/5/2020
DAL2074,,ab14d9,KATL,KORF,3/5/2020
ASA1789,,abb810,KLAX,KPDX,3/5/2020
AAL2938,,ad945a,KORD,KCLT,3/5/2020
AAL2765,,a708b0,KPHX,KORD,3/5/2020
AAL2130,,ad2192,KBOS,KDCA,3/5/2020
JBU823,,a2925a,KDCA,,3/5/2020
AAL2802,,ab385e,KDFW,,3/5/2020
ASA672,,a420bb,KSEA,CO12,3/5/2020
ASA157,,a80162,PANC,,3/5/2020
AAL90,,ab148e,KORD,EGLL,3/5/2020
CPZ6005,,a1cd4e,KLAX,KSMF,3/5/2020
DAL872,,a445d9,KATL,,3/5/2020
FDX849,,a797d9,KLAX,KUTA,3/5/2020
EDV5002,,a4a0b4,KATL,KPHF,3/5/2020
UAL632,,a94b50,KORD,KIAD,3/5/2020
EDV5230,,acf69b,KATL,2IS9,3/5/2020
AAL2109,,aa2abc,KDFW,KPSP,3/5/2020
JIA5513,,a96877,KDCA,KAGC,3/5/2020
DAL824,,ac1e2d,KSEA,,3/5/2020
GJS4545,,a6f28c,KORD,KSYR,3/5/2020
EDV4967,,a482fc,KDTW,NC63,3/5/2020
DAL1461,,a6f009,KLAX,KDTW,3/5/2020
AAL343,,ab2496,KSFO,KMIA,3/5/2020
AAL1990,,aa88d2,KDFW,KABQ,3/5/2020
DAL2080,,ac45ac,KDTW,KRSW,3/5/2020
DAL353,,aaffed,KATL,,3/5/2020
ENY3679,,a263dc,KORD,KSRQ,3/5/2020
JIA5494,,a66c99,KDCA,KSTL,3/5/2020
DAL2805,,aca226,KATL,KBWI,3/5/2020
AAL374,,ace81d,KDFW,KMCI,3/5/2020
UAL1802,,a445f0,KLAX,KDEN,3/5/2020
DAL2026,,a8f258,KATL,KFLL,3/5/2020
AAL2778,,a3244a,KATL,KDFW,3/5/2020
SKW4119,,a2af91,KBOS,KLGA,3/5/2020
GJS6212,,a3f793,KDTW,AL18,3/5/2020
DAL1576,,a3c5fd,KLAX,KDFW,3/5/2020
LOF4794,,a146d5,KORD,2IL3,3/5/2020
DAL2452,,acbe82,KATL,0VA8,3/5/2020
AAL2538,,a0d19e,KDFW,KORL,3/5/2020
JIA5457,,a95d52,KDCA,KHSV,3/5/2020
SWA1029,,abf29f,KPHX,KSTL,3/5/2020
EDV5330,,ac7c67,KATL,,3/5/2020
JBU807,,aafca8,KBOS,,3/5/2020
DAL2424,,a44d1c,KORD,KMSP,3/5/2020
ACA790,,c010ea,KLAX,CYYZ,3/5/2020
ENY4042,,a2ecec,KDFW,,3/5/2020
SKW5164,,ac9850,KORD,KSPI,3/5/2020
RVF870,,ac30cd,PANC,98AK,3/5/2020
DAL389,,a45051,KATL,,3/5/2020
ASA1352,,a4f5a0,KSFO,KBOS,3/5/2020
JIA5530,,a6bb97,KDCA,KSDF,3/5/2020
DAL1404,,a36898,KLAX,KBTF,3/5/2020
GJS4565,,a6cec4,KORD,,3/5/2020
AAL1497,,a04b24,KDFW,KBOS,3/5/2020
ASA823,,a61f05,KSEA,KSMF,3/5/2020
AAL520,,ad08ef,KDFW,KPHX,3/5/2020
AAL1804,,aa0e62,KIAH,KCLT,3/5/2020
DAL1547,,a90af1,KATL,KDEN,3/5/2020
SKW3781,,ac5d38,KDTW,KALB,3/5/2020
UAL2035,,a9d605,KORD,KRSW,3/5/2020
DAL1723,,ac85c6,KATL,KSRQ,3/5/2020
AWI4838,,a564b3,KORD,35MI,3/5/2020
UAL2265,,a76f48,KLAX,KORD,3/5/2020
AAL521,,aa1f97,KDFW,KBOI,3/5/2020
JBU1012,,a2fdb2,KORD,KBOS,3/5/2020
SWA796,,a4dd8f,KLAX,KDEN,3/5/2020
AAL234,,a00d5b,KSFO,KJFK,3/5/2020
DAL363,,a445b0,KATL,KATL,3/5/2020
AAL1784,,a01880,KBOS,KJFK,3/5/2020
SKW3816,,aaee9c,KDTW,KEWR,3/5/2020
DAL2895,,acffbc,KDTW,KCLT,3/5/2020
AAL1451,,aa7dad,KDCA,KRDU,3/5/2020
CPZ5734,,a7f676,KLAX,KSJC,3/5/2020
AWI3843,,a54ab2,KORD,KC75,3/5/2020
AAL1316,,adddd5,KDFW,KPDX,3/5/2020
DAL1857,,a35605,KATL,KLAS,3/5/2020
AAL1960,,a782e4,KSFO,KCLT,3/5/2020
SKW3837,,ac685d,KDTW,80PN,3/5/2020
NKS504,,a6ab93,KLAX,,3/5/2020
ASA47,,a81dbc,PANC,,3/5/2020
DAL2541,,ac7333,KATL,,3/5/2020
AAL385,,aa59a5,KDFW,KSTL,3/5/2020
EDV4892,,ac575b,KDTW,KTYS,3/5/2020
UAL1836,,a899a2,KORD,KEWR,3/5/2020
UAL1251,,a57796,KBOS,KORD,3/5/2020
DAL2041,,ac66d5,KATL,,3/5/2020
ENY3378,,a22b28,KDFW,6NA2,3/5/2020
UAL734,,a91535,KORD,KLGA,3/5/2020
DAL788,,a40d7a,KDTW,KLGA,3/5/2020
AAL2143,,ab586f,KDCA,KLGA,3/5/2020
HAL35,,a47d69,KPHX,RJTT,3/5/2020
DAL397,,a438c3,KATL,,3/5/2020
AAL1365,,ab473a,KDFW,KATL,3/5/2020
GJS4532,,a641fd,KORD,KMDT,3/5/2020
DAL1696,,ad83fb,KATL,KHFD,3/5/2020
AAL2252,,ac82f8,KDFW,,3/5/2020
RPA4636,,a01bbc,KDCA,35MN,3/5/2020
EDV5068,,ac2c92,KDTW,VT03,3/5/2020
DAL1865,,a91d8e,KSFO,KATL,3/5/2020
AWI3904,,a52333,KORD,VT01,3/5/2020
SWA1723,,aa76ef,KSFO,KPHX,3/5/2020
UAL212,,a4b21b,KORD,KMIA,3/5/2020
AAL9672,,ab6afa,KDFW,KTUL,3/5/2020
AAL2764,,a9b43f,KBOS,KPHL,3/5/2020
DAL2473,,ac8588,KDTW,KPHL,3/5/2020
DAL900,,a8aac8,KATL,MROC,3/5/2020
DAL2789,,a35012,KATL,KDMA,3/5/2020
DAL2638,,a37d8d,KDCA,KATL,3/5/2020
ASA410,,a29551,KLAX,KJFK,3/5/2020
NKS737,,a662a5,KORD,KLAX,3/5/2020
EDV4920,,a42a37,KDTW,KORD,3/5/2020
FFT1530,,a3ccb7,KATL,KEWR,3/5/2020
DAL1897,,abf09e,KBOS,KLAS,3/5/2020
UAL1822,,a609d4,KDFW,KDEN,3/5/2020
EDV4970,,ac78b0,KDTW,,3/5/2020
DAL2958,,a3323d,KATL,02XS,3/5/2020
SKV7623,,c02e9b,KBOS,CYYZ,3/5/2020
ENY3463,,aba14d,KDFW,,3/5/2020
UAL576,,aa8882,KORD,KLAX,3/5/2020
CPZ6011,,a19aaa,KLAX,KSJC,3/5/2020
GJS4564,,a6eed5,KORD,KINT,3/5/2020
DAL1474,,ac6f7c,KATL,KBKL,3/5/2020
JBU124,,ad9ac9,KLAX,KJFK,3/5/2020
ENY3557,,abb282,KDFW,,3/5/2020
DAL339,,a449e5,KATL,,3/5/2020
JBU279,,a3418b,KDCA,MA97,3/5/2020
DAL1424,,a32368,KDTW,FL97,3/5/2020
ASA1902,,ab8cda,KSFO,KLAS,3/5/2020
UAL540,,a23a28,KSFO,KIAH,3/5/2020
UAL692,,aa6103,KORD,FL97,3/5/2020
ASA942,,a835d1,KLAX,,3/5/2020
AAL2810,,ad20f4,KDFW,KCOS,3/5/2020
SWA573,,abd5bb,KATL,KBWI,3/5/2020
DAL564,,aa7bea,KATL,,3/5/2020
ENY3900,,a238a6,KDFW,KGOP,3/5/2020
SWA1106,,a55055,KDTW,KMDW,3/5/2020
EDV5339,,acba30,KDTW,KCMH,3/5/2020
JIA5309,,a1c5fd,KDCA,,3/5/2020
EDV4966,,ac426f,KATL,,3/5/2020
DAL2313,,a44533,KLAX,KSFO,3/5/2020
NKS598,,a88429,KLAX,02XS,3/5/2020
UAL1879,,a3c775,KORD,,3/5/2020
CFS8657,,aa8741,KSEA,WN21,3/5/2020
AAL1652,,ab4ae9,KORD,KPHL,3/5/2020
SKW3750,,ab7b63,KDTW,KPVD,3/5/2020
AAL2695,,a40797,KDFW,KDCA,3/5/2020
AAL1472,,ad99fc,KDFW,KONT,3/5/2020
AWI3825,,a517f4,KORD,KALB,3/5/2020
SWA434,,aaa9fb,KLAX,KSTL,3/5/2020
ENY3963,,ab472a,KDFW,53XS,3/5/2020
RPA4475,,a0232a,KDCA,KSYR,3/5/2020
AAL1859,,a9fb4e,KPHX,KSEA,3/5/2020
EDV5005,,aca79d,KATL,,3/5/2020
DAL1959,,a41f37,KDTW,FA40,3/5/2020
QTR8178,,06a081,KLAX,EBLG,3/5/2020
SKW4021,,ab53e4,KDTW,KHPN,3/5/2020
CPZ6058,,a1a218,KLAX,KSEA,3/5/2020
UAL1012,,a46c9a,KIAH,,3/5/2020
DAL2414,,a43f3c,KSEA,KLAS,3/5/2020
JBU2217,,a30520,KBOS,KJFK,3/5/2020
NKS717,,a9335a,KORD,,3/5/2020
DAL1177,,ac9e71,KATL,KRDU,3/5/2020
DAL2680,,a71aad,KATL,KSEA,3/5/2020
ASH5999,,ad448d,KDFW,,3/5/2020
SKW4065,,a231a6,KSEA,K68S,3/5/2020
DAL713,,ab6efc,KDTW,,3/5/2020
SOO3609,,a67b07,KIAH,KPDX,3/5/2020
UAL1420,,a58672,KORD,KBOS,3/5/2020
RPA4406,,a07bef,KDCA,,3/5/2020
AAL1598,,a06db4,KLAX,KORD,3/5/2020
DAL2825,,ac90f3,KATL,KCVG,3/5/2020
AAL2110,,a8bf73,KPHX,,3/5/2020
AAL1952,,a6c120,KLAX,KCLT,3/5/2020
DAL2487,,a32e88,KATL,KEWR,3/5/2020
ENY3612,,a8f975,KDFW,8TS2,3/5/2020
AAL2614,,ad185a,KSFO,KORD,3/5/2020
UAL1663,,a4945f,KORD,MDBG,3/5/2020
NKS186,,a8d6de,KIAH,KBWI,3/5/2020
EDV5494,,ac8b43,KDTW,CYUL,3/5/2020
SWA2122,,a26fc9,KLAX,KHOU,3/5/2020
AAL2178,,ac8577,KDCA,KMIA,3/5/2020
AAL711,,ab7fee,KPHX,KLAS,3/5/2020
AAL435,,ad928e,KDFW,KSMF,3/5/2020
ACA551,,c05bd6,KLAX,CYVR,3/5/2020
CFS8695,,ac0d22,KSEA,KORS,3/5/2020
FDX3112,,a9b2e9,KLAX,0TS2,3/5/2020
ASH5751,,ac7e8e,KPHX,KBUR,3/5/2020
DAL1591,,ad0d3a,KATL,KPLR,3/5/2020
AAL389,,adf194,KDFW,,3/5/2020
CFS8699,,aa7c1c,KSEA,KBLI,3/5/2020
AAL2298,,a6f00d,KDFW,KHHR,3/5/2020
DAL2963,,adaeed,KATL,SC97,3/5/2020
SWA927,,a577d4,KLAX,KLAS,3/5/2020
DAL972,,acdc3a,KATL,KORD,3/5/2020
AAL1260,,adeddd,KDFW,KSFO,3/5/2020
AAL88,,a3ed91,KDFW,KLGA,3/5/2020
DAL2012,,ade58c,KORD,KATL,3/5/2020
ASA615,,a688ff,KPHX,KSEA,3/5/2020
ASH6361,,ac0417,KIAH,KMFE,3/5/2020
EDV4997,,abef52,KDTW,KBUF,3/5/2020
DAL2251,,ad1c16,KATL,KCLT,3/5/2020
SWA962,,a27380,KPHX,KMCI,3/5/2020
RVF822,,ac3fa9,PANC,6AK3,3/5/2020
KAL214,,71be09,KLAX,KSFO,3/5/2020
ACA758,,c029dd,KSFO,CYYZ,3/5/2020
AAL1190,,a0cdf3,KDFW,,3/5/2020
DAL2481,,a32ad1,KATL,,3/5/2020
AAL7,,aa37ce,KDFW,,3/5/2020
DAL659,,acbe88,KSEA,KLAX,3/5/2020
LOF4632,,ab8800,KORD,KPSB,3/5/2020
DAL1891,,a44570,KATL,FL35,3/5/2020
ASH5998,,acf50b,KDFW,,3/5/2020
ASA1011,,a5b764,KORD,KSEA,3/5/2020
AAL2874,,aa64ca,KPHX,KBTF,3/5/2020
ASQ4156,,a31960,KDCA,KBKL,3/5/2020
ASA1232,,a25b3f,KLAX,KORD,3/5/2020
SWA1268,,abc09e,KLAX,KMDW,3/5/2020
DAL784,,a3c233,KATL,,3/5/2020
ENY3515,,a28036,KDFW,,3/5/2020
EDV5221,,a34825,KATL,,3/5/2020
AAL2891,,a06646,KLAX,KSFO,3/5/2020
DAL686,,ac9abc,KATL,,3/5/2020
AAL1287,,a3f500,KDFW,KFAT,3/5/2020
ENY3510,,ab3fbc,KDFW,75TE,3/5/2020
SKW4051,,ab4508,KIAH,KDTW,3/5/2020
ASA228,,a6c311,KSEA,,3/5/2020
DAL1302,,acb102,KATL,KSDF,3/5/2020
SWA103,,a5251f,KSFO,KLAX,3/5/2020
UAL1863,,a4fd62,KORD,KFLL,3/5/2020
AAL1223,,a3c60d,KDFW,,3/5/2020
BTQ452,,ab8941,KDFW,,3/5/2020
UAL577,,a05627,KSFO,KEWR,3/5/2020
FDX815,,ac5c1f,KLAX,,3/5/2020
NKS877,,a6c07f,KATL,KFLL,3/5/2020
SWA35,,a240dc,KLAX,KSLC,3/5/2020
EDV4936,,a086ce,KATL,,3/5/2020
ENY3311,,a24782,KORD,KLGA,3/5/2020
ENY4060,,abb639,KDFW,69TA,3/5/2020
DAL843,,ac058a,KATL,KJFK,3/5/2020
EDV5289,,ad01c0,KDTW,,3/5/2020
ASA412,,a83988,KSEA,80PN,3/5/2020
DAL2945,,a38992,KDTW,KDCA,3/5/2020
CPZ6009,,a1d873,KLAX,KIAH,3/5/2020
ENY4269,,a2d6a2,KDFW,KSBA,3/5/2020
SKW4014,,a55767,KATL,,3/5/2020
CAL5254,,89911f,PANC,KATL,3/5/2020
SKW3665,,a2be6d,KSEA,KSMF,3/5/2020
SWA1219,,a4f3d9,KPHX,KDEN,3/5/2020
ENY3648,,a23138,KDFW,03WA,3/5/2020
EDV5124,,acb2c2,KORD,KRDU,3/5/2020
DAL2394,,ac4cd4,KATL,KMSN,3/5/2020
EDV5522,,ab6396,KDTW,II81,3/5/2020
DAL1286,,a399de,KATL,KLGA,3/5/2020
AAL1079,,acced9,KDFW,KSEA,3/5/2020
UAL2190,,abb7f7,KIAH,KSAT,3/5/2020
AAL445,,a4ce11,KPHX,KLAX,3/5/2020
SWA2205,,abd19e,KSEA,KSJC,3/5/2020
ENY3405,,a8bc13,KDFW,KTYR,3/5/2020
DAL531,,ab09b4,KATL,,3/5/2020
AWI3798,,a4ce25,KORD,KORF,3/5/2020
ASH6148,,ac2bd4,KIAH,,3/5/2020
DAL703,,ac3f9c,KATL,,3/5/2020
ABX505,,a1e14a,KPHX,KSAN,3/5/2020
ASA32,,a5db2c,KSEA,KPHL,3/5/2020
QXE2102,,a52c00,KSEA,6WA3,3/5/2020
NKS985,,a7f762,KDTW,,3/5/2020
EDV5342,,ab5fdf,KATL,NC16,3/5/2020
AAL1113,,ad63a1,KDFW,KSJC,3/5/2020
AWI3909,,a5320f,KORD,,3/5/2020
AAL1276,,a17acb,KDFW,KMIA,3/5/2020
EDV5499,,a35ab8,KATL,,3/5/2020
DAL987,,a451db,KATL,35MN,3/5/2020
AAL1765,,a1314e,KPHX,KDFW,3/5/2020
SKW3222,,aa2d14,KDFW,,3/5/2020
SKW5998,,a04424,KSFO,KSAN,3/5/2020
SKW3250,,aa06b7,KDFW,,3/5/2020
UAL1686,,a3ef7e,KORD,,3/5/2020
DAL2243,,ab8031,KATL,KSLC,3/5/2020
ASH5802,,acc267,KPHX,KFAT,3/5/2020
JZA457,,c05f09,KBOS,CYUL,3/5/2020
EJA593,,a7a9fb,KLAX,KM45,3/5/2020
ASQ4026,,a7ea86,KIAH,KHLG,3/5/2020
AAL1667,,ac892e,KSEA,KDFW,3/5/2020
RPA6091,,abf1d2,KDCA,KLGA,3/5/2020
RPA3693,,a9d0fe,KORD,KRDU,3/5/2020
SKW3700,,a52fe8,KATL,86GA,3/5/2020
SKW3142,,aa21ef,KPHX,KPSP,3/5/2020
FFT1423,,a987bf,KORD,KMIA,3/5/2020
SKW4449,,a58654,KATL,,3/5/2020
ASH5714,,ad4bfb,KDFW,,3/5/2020
QXE2348,,a4b1cc,KSEA,,3/5/2020
DAL1895,,ad6f0f,KATL,KPHL,3/5/2020
UAL1540,,a09852,KIAH,,3/5/2020
DAL486,,ad072a,KORD,KDTW,3/5/2020
UPS2785,,a2f74a,KDFW,KSDF,3/5/2020
SWA640,,aaa573,KPHX,KBWI,3/5/2020
DAL2075,,ac897d,KATL,KMCI,3/5/2020
UAL2393,,a5d927,KIAH,CYYC,3/5/2020
SWA1537,,a5669f,KDCA,KATL,3/5/2020
SWA1201,,ad5e27,KATL,,3/5/2020
SWA478,,aa6c9b,KATL,KSTL,3/5/2020
