callsign,icao24,origin,destination,firstseen
AAL2093,a6cc45,KDFW,KPHL,1/17/2020
UAL640,aa4c42,KORD,KPHL,1/17/2020
AAL2506,ac90a8,KORD,KPHL,1/17/2020
UPS609,a0e249,KORD,KPHL,1/17/2020
AAL981,ad9811,KLAX,KPHL,1/17/2020
AAL1658,acce3f,KPHX,KPHL,1/17/2020
AAL564,a6c4d7,KSEA,KPHL,1/17/2020
AAL256,a77b76,KLAX,KPHL,1/17/2020
AAL782,a18b71,KPHX,KPHL,1/17/2020
AAL2006,aaffaa,KDTW,KPHL,1/17/2020
AAL2562,a12f78,KDFW,KPHL,1/17/2020
AAL1854,ad7634,KORD,KPHL,1/17/2020
SKW3843,ab6162,KDTW,KPHL,1/17/2020
ASH6331,acf344,KIAH,KPHL,1/17/2020
AAL449,a728c1,KPHX,KPHL,1/17/2020
AAL1652,a3f500,KORD,KPHL,1/17/2020
AAL988,a1534c,KDFW,KPHL,1/17/2020
DAL2473,ac4cd4,KDTW,KPHL,1/17/2020
NKS266,acb950,KLAX,KPHL,1/17/2020
AAL1799,ab034d,KLAX,KPHL,1/17/2020
ASA32,a2adf4,KSEA,KPHL,1/17/2020
AAL235,a17708,KDFW,KPHL,1/17/2020
JIA5059,a7c878,KDFW,KPHL,1/17/2020
AAL854,a189a7,KPHX,KPHL,1/17/2020
AAL2095,adacfd,KORD,KPHL,1/17/2020
AAL629,acab11,KPHX,KPHL,1/17/2020
UAL2027,ab0158,KIAH,KPHL,1/17/2020
AAL1328,ab0969,KDFW,KPHL,1/17/2020
RPA4567,a4fddb,KIAH,KPHL,1/17/2020
NKS484,a92bec,KDFW,KPHL,1/17/2020
PDT4867,a87f41,KDTW,KPHL,1/17/2020
AAL460,a193d8,KPHX,KPHL,1/17/2020
DAL2597,ada526,KDTW,KPHL,1/17/2020
AAL2825,a10614,KORD,KPHL,1/17/2020
UAL664,abb7f7,KORD,KPHL,1/17/2020
SKW3901,aaeae5,KDTW,KPHL,1/17/2020
AAL2918,a0fea6,KLAX,KPHL,1/17/2020
DAL2201,a41412,KDTW,KPHL,1/18/2020
AAL2506,a3b4d6,KORD,KPHL,1/18/2020
AAL981,a6d9c3,KLAX,KPHL,1/18/2020
AAL1658,ad4390,KPHX,KPHL,1/18/2020
AAL256,a6e131,KLAX,KPHL,1/18/2020
AAL564,a777bf,KSEA,KPHL,1/18/2020
AAL851,a757ae,KLAX,KPHL,1/18/2020
AAL782,a1515b,KPHX,KPHL,1/18/2020
AAL2562,acc1ee,KDFW,KPHL,1/18/2020
AAL449,a16037,KPHX,KPHL,1/18/2020
AAL2340,a16228,KDFW,KPHL,1/18/2020
NKS266,acb1e2,KLAX,KPHL,1/18/2020
AAL1799,a2c802,KLAX,KPHL,1/18/2020
AAL854,a1a2b6,KPHX,KPHL,1/18/2020
JIA5059,a736ff,KDFW,KPHL,1/18/2020
AAL629,a6cc45,KPHX,KPHL,1/18/2020
RPA4567,a00ce0,KIAH,KPHL,1/18/2020
AAL1328,ab1839,KDFW,KPHL,1/18/2020
NKS484,a86061,KDFW,KPHL,1/18/2020
AAL658,a11b00,KLAX,KPHL,1/18/2020
AAL460,ad0538,KPHX,KPHL,1/18/2020
AAL2825,a40797,KORD,KPHL,1/18/2020
UAL664,a4efe4,KORD,KPHL,1/18/2020
AAL694,ad35e0,KDFW,KPHL,1/18/2020
AAL2608,aaf828,KORD,KPHL,1/18/2020
AAL2334,a17708,KDFW,KPHL,1/18/2020
AAL2918,a777bf,KLAX,KPHL,1/18/2020
FFT2302,a3615f,KDFW,KPHL,1/18/2020
AAL478,a193d8,KPHX,KPHL,1/19/2020
UAL626,ac59aa,KORD,KPHL,1/19/2020
UAL1776,a3c775,KIAH,KPHL,1/19/2020
AAL42,a0a7a0,KLAX,KPHL,1/19/2020
AAL556,a19b48,KDFW,KPHL,1/19/2020
AAL2506,a9741d,KORD,KPHL,1/19/2020
AAL981,a791c0,KLAX,KPHL,1/19/2020
AAL851,a78a52,KLAX,KPHL,1/19/2020
AAL2562,a189a7,KDFW,KPHL,1/19/2020
AAL1854,acb827,KORD,KPHL,1/19/2020
AAL449,a18b71,KPHX,KPHL,1/19/2020
AAL256,a6e4e8,KLAX,KPHL,1/19/2020
AAL1652,acca88,KORD,KPHL,1/19/2020
AAL2340,a1534c,KDFW,KPHL,1/19/2020
NKS266,acb950,KLAX,KPHL,1/19/2020
ASA32,a4b7d7,KSEA,KPHL,1/19/2020
AAL1799,a3c880,KLAX,KPHL,1/19/2020
RPA4567,a00ce0,KIAH,KPHL,1/19/2020
AAL235,a12f78,KDFW,KPHL,1/19/2020
AAL854,a1978f,KPHX,KPHL,1/19/2020
AAL2095,a04f75,KORD,KPHL,1/19/2020
AAL629,a65b76,KPHX,KPHL,1/19/2020
UAL2027,aa7abd,KIAH,KPHL,1/19/2020
AAL1328,ab148e,KDFW,KPHL,1/19/2020
NKS484,a7debf,KDFW,KPHL,1/19/2020
RPA6009,ab282b,KDTW,KPHL,1/19/2020
AAL2825,acd296,KORD,KPHL,1/19/2020
AAL2608,ab271f,KORD,KPHL,1/19/2020
UAL626,aa7e36,KORD,KPHL,1/20/2020
UAL1776,a3c775,KIAH,KPHL,1/20/2020
AAL478,ad0538,KPHX,KPHL,1/20/2020
AAL42,a0e431,KLAX,KPHL,1/20/2020
AAL844,a97de4,KORD,KPHL,1/20/2020
AAL242,a19b48,KDFW,KPHL,1/20/2020
DAL1690,a3323d,KDTW,KPHL,1/20/2020
AAL2093,a65408,KDFW,KPHL,1/20/2020
AAL2506,ad8ed7,KORD,KPHL,1/20/2020
UAL1201,a609d4,KORD,KPHL,1/20/2020
AAL981,a7101e,KLAX,KPHL,1/20/2020
AAL1658,ad83b2,KPHX,KPHL,1/20/2020
AAL564,add2b6,KSEA,KPHL,1/20/2020
AAL256,a71efa,KLAX,KPHL,1/20/2020
AAL851,a149f1,KLAX,KPHL,1/20/2020
AAL782,a158c9,KPHX,KPHL,1/20/2020
AAL2006,a9e6df,KDTW,KPHL,1/20/2020
AAL2562,a18239,KDFW,KPHL,1/20/2020
AAL1854,ad185a,KORD,KPHL,1/20/2020
ASH6331,abb534,KIAH,KPHL,1/20/2020
AAL449,a0fea6,KPHX,KPHL,1/20/2020
AAL1652,ac67fc,KORD,KPHL,1/20/2020
AAL2340,a14f95,KDFW,KPHL,1/20/2020
NKS266,acbf60,KLAX,KPHL,1/20/2020
DAL2473,a94156,KDTW,KPHL,1/20/2020
AAL1799,aaf828,KLAX,KPHL,1/20/2020
ASA32,a61b4e,KSEA,KPHL,1/20/2020
AAL235,a92e6e,KDFW,KPHL,1/20/2020
AAL2095,a149f1,KORD,KPHL,1/20/2020
AAL1328,ab1fa7,KDFW,KPHL,1/20/2020
RPA4567,a01805,KIAH,KPHL,1/20/2020
UAL2027,a4dd51,KIAH,KPHL,1/20/2020
AAL629,a68e7c,KPHX,KPHL,1/20/2020
NKS484,a84a17,KDFW,KPHL,1/20/2020
DAL1296,acf84e,KDTW,KPHL,1/20/2020
PDT4921,a87b8a,KDTW,KPHL,1/20/2020
AAL658,acc3b4,KLAX,KPHL,1/20/2020
AAL460,ad0538,KPHX,KPHL,1/20/2020
AAL2825,a1427f,KORD,KPHL,1/20/2020
UAL664,ac5d61,KORD,KPHL,1/20/2020
RPA4664,a06aba,KIAH,KPHL,1/20/2020
AAL2608,aaf0c6,KORD,KPHL,1/20/2020
SKW3901,ab24f7,KDTW,KPHL,1/20/2020
AAL694,ad049a,KDFW,KPHL,1/20/2020
AAL1359,adacfd,KORD,KPHL,1/20/2020
AAL2334,a16bef,KDFW,KPHL,1/20/2020
PDT4772,a92e72,KDTW,KPHL,1/20/2020
AAL2918,a704f9,KLAX,KPHL,1/21/2020
FFT2300,a3e55a,KDFW,KPHL,1/21/2020
AAL478,a19b48,KPHX,KPHL,1/21/2020
UAL1776,a13608,KIAH,KPHL,1/21/2020
AAL42,ac892e,KLAX,KPHL,1/21/2020
AAL714,a1a2b6,KDFW,KPHL,1/21/2020
UAL626,aa568f,KORD,KPHL,1/21/2020
AAL2506,ac97e4,KORD,KPHL,1/21/2020
AAL2093,a699a1,KDFW,KPHL,1/21/2020
UAL640,aaeec5,KORD,KPHL,1/21/2020
AAL844,a9f818,KORD,KPHL,1/21/2020
UPS609,a06815,KORD,KPHL,1/21/2020
UPS611,a59f22,KORD,KPHL,1/21/2020
AAL981,a6e131,KLAX,KPHL,1/21/2020
AAL1658,ad00e3,KPHX,KPHL,1/21/2020
AAL564,acab11,KSEA,KPHL,1/21/2020
AAL256,a78a52,KLAX,KPHL,1/21/2020
AAL851,a6f00d,KLAX,KPHL,1/21/2020
AAL782,a771af,KPHX,KPHL,1/21/2020
AAL2006,a98cbc,KDTW,KPHL,1/21/2020
AAL1854,ad8ed7,KORD,KPHL,1/21/2020
ASH6331,aaf002,KIAH,KPHL,1/21/2020
UPS2865,a3e08d,KPHX,KPHL,1/21/2020
DAL422,ab2b23,KSEA,KPHL,1/21/2020
AAL449,aca3a3,KPHX,KPHL,1/21/2020
AAL1652,ac2dea,KORD,KPHL,1/21/2020
NKS266,acb950,KLAX,KPHL,1/21/2020
AAL2562,a16fa6,KDFW,KPHL,1/21/2020
AAL1799,a2ef81,KLAX,KPHL,1/21/2020
ASA32,a30f85,KSEA,KPHL,1/21/2020
AAL2340,a15aba,KDFW,KPHL,1/21/2020
AAL854,a1978f,KPHX,KPHL,1/21/2020
AAL2095,a138b8,KORD,KPHL,1/21/2020
AAL629,acc3b4,KPHX,KPHL,1/21/2020
AAL235,a1682c,KDFW,KPHL,1/21/2020
UAL2027,ab4531,KIAH,KPHL,1/21/2020
RPA4567,a07228,KIAH,KPHL,1/21/2020
AAL1328,aa02ab,KDFW,KPHL,1/21/2020
NKS484,aca306,KDFW,KPHL,1/21/2020
UPS2020,a10611,KDFW,KPHL,1/21/2020
AAL2825,a72c78,KORD,KPHL,1/21/2020
UAL664,a5d570,KORD,KPHL,1/21/2020
AAL2608,aae958,KORD,KPHL,1/21/2020
UAL626,aa56b6,KORD,KPHL,1/22/2020
UAL1776,ab9b9d,KIAH,KPHL,1/22/2020
AAL42,a0c075,KLAX,KPHL,1/22/2020
AAL714,a1a66d,KDFW,KPHL,1/22/2020
AAL478,ad727d,KPHX,KPHL,1/22/2020
AAL844,aa0aab,KORD,KPHL,1/22/2020
UPS611,a5bcda,KORD,KPHL,1/22/2020
AAL2093,a0e607,KDFW,KPHL,1/22/2020
UAL640,ab5a1d,KORD,KPHL,1/22/2020
DAL2201,a32718,KDTW,KPHL,1/22/2020
UPS609,a06f83,KORD,KPHL,1/22/2020
AAL981,a757ae,KLAX,KPHL,1/22/2020
AAL1658,a19eff,KPHX,KPHL,1/22/2020
AAL256,a13501,KLAX,KPHL,1/22/2020
AAL851,ac892e,KLAX,KPHL,1/22/2020
AAL782,a722b1,KPHX,KPHL,1/22/2020
AAL2006,aa7288,KDTW,KPHL,1/22/2020
AAL2565,a12f78,KDFW,KPHL,1/22/2020
SKW3843,ac64a6,KDTW,KPHL,1/22/2020
AAL1854,ada16a,KORD,KPHL,1/22/2020
UPS2865,a3979f,KPHX,KPHL,1/22/2020
ASH6331,ac2bd9,KIAH,KPHL,1/22/2020
AAL449,a6d3b3,KPHX,KPHL,1/22/2020
DAL422,ab2b23,KSEA,KPHL,1/22/2020
AAL1652,ac8ce5,KORD,KPHL,1/22/2020
AAL988,a1735d,KDFW,KPHL,1/22/2020
NKS266,ac82f5,KLAX,KPHL,1/22/2020
AAL1799,aaf0c6,KLAX,KPHL,1/22/2020
ASA32,a2d1bc,KSEA,KPHL,1/22/2020
AAL235,a93225,KDFW,KPHL,1/22/2020
AAL854,ad08ef,KPHX,KPHL,1/22/2020
AAL2095,ac892e,KORD,KPHL,1/22/2020
AAL629,accb22,KPHX,KPHL,1/22/2020
UAL2027,aa7e2e,KIAH,KPHL,1/22/2020
AAL1328,ab271f,KDFW,KPHL,1/22/2020
RPA4567,a030a8,KIAH,KPHL,1/22/2020
NKS484,a7e62d,KDFW,KPHL,1/22/2020
UPS2020,a10611,KDFW,KPHL,1/22/2020
AAL658,a17170,KLAX,KPHL,1/22/2020
AAL2825,acb285,KORD,KPHL,1/22/2020
UAL664,a6e258,KORD,KPHL,1/22/2020
AAL2608,aaf47d,KORD,KPHL,1/22/2020
AAL694,ac72f0,KDFW,KPHL,1/22/2020
AAL1359,a6c4d7,KORD,KPHL,1/22/2020
AAL2334,a12f78,KDFW,KPHL,1/22/2020
AAL2918,a791c0,KLAX,KPHL,1/22/2020
FFT2300,a2107b,KDFW,KPHL,1/23/2020
AAL478,a19eff,KPHX,KPHL,1/23/2020
UAL626,aacd50,KORD,KPHL,1/23/2020
AAL42,a0fea6,KLAX,KPHL,1/23/2020
UAL1776,a224f9,KIAH,KPHL,1/23/2020
AAL844,a98cbc,KORD,KPHL,1/23/2020
AAL714,a1a66d,KDFW,KPHL,1/23/2020
UPS611,a51002,KORD,KPHL,1/23/2020
AAL2506,ac2dea,KORD,KPHL,1/23/2020
AAL2093,a78a52,KDFW,KPHL,1/23/2020
UAL640,ab77d5,KORD,KPHL,1/23/2020
DAL2201,a3df1e,KDTW,KPHL,1/23/2020
UPS609,a0c238,KORD,KPHL,1/23/2020
AAL981,a70c67,KLAX,KPHL,1/23/2020
AAL1658,ac7a5e,KPHX,KPHL,1/23/2020
AAL256,a17527,KLAX,KPHL,1/23/2020
AAL782,a6e4e8,KPHX,KPHL,1/23/2020
AAL851,aca3a3,KLAX,KPHL,1/23/2020
AAL2006,a9741d,KDTW,KPHL,1/23/2020
AAL2562,a185e4,KDFW,KPHL,1/23/2020
UPS2865,a353c6,KPHX,KPHL,1/23/2020
AAL1854,ac90a8,KORD,KPHL,1/23/2020
ASH6331,ac2bd9,KIAH,KPHL,1/23/2020
AAL449,adb476,KPHX,KPHL,1/23/2020
AAL1652,acca88,KORD,KPHL,1/23/2020
AAL2340,a189a7,KDFW,KPHL,1/23/2020
NKS266,acb950,KLAX,KPHL,1/23/2020
ASA32,a30bce,KSEA,KPHL,1/23/2020
AAL1799,a2c802,KLAX,KPHL,1/23/2020
AAL235,a14f95,KDFW,KPHL,1/23/2020
AAL854,a1a2b6,KPHX,KPHL,1/23/2020
AAL629,acd64b,KPHX,KPHL,1/23/2020
AAL2095,a791c0,KORD,KPHL,1/23/2020
AAL1328,aa7288,KDFW,KPHL,1/23/2020
UAL2027,a609d4,KIAH,KPHL,1/23/2020
RPA4567,a557fe,KIAH,KPHL,1/23/2020
NKS484,a84a17,KDFW,KPHL,1/23/2020
UPS2020,a0dadb,KDFW,KPHL,1/23/2020
AAL658,adacfd,KLAX,KPHL,1/23/2020
AAL460,a1a66d,KPHX,KPHL,1/23/2020
UAL664,aba30b,KORD,KPHL,1/23/2020
AAL2825,a178de,KORD,KPHL,1/23/2020
RPA4664,a01f73,KIAH,KPHL,1/23/2020
AAL694,adac5d,KDFW,KPHL,1/23/2020
AAL2608,aaf0c6,KORD,KPHL,1/23/2020
AAL1359,a6cc45,KORD,KPHL,1/23/2020
AAL2334,a16bef,KDFW,KPHL,1/23/2020
AAL2918,a742c2,KLAX,KPHL,1/24/2020
UAL626,aa7e7b,KORD,KPHL,1/24/2020
AAL478,a19eff,KPHX,KPHL,1/24/2020
AAL42,a09cad,KLAX,KPHL,1/24/2020
UAL1776,a224f9,KIAH,KPHL,1/24/2020
AAL714,a19b48,KDFW,KPHL,1/24/2020
AAL844,a98cbc,KORD,KPHL,1/24/2020
UPS611,a4c104,KORD,KPHL,1/24/2020
AAL2093,a13c73,KDFW,KPHL,1/24/2020
UAL640,aba30b,KORD,KPHL,1/24/2020
AAL2506,ad4afe,KORD,KPHL,1/24/2020
UPS609,a0afa5,KORD,KPHL,1/24/2020
AAL981,a17527,KLAX,KPHL,1/24/2020
AAL1658,ac6445,KPHX,KPHL,1/24/2020
AAL256,a722b1,KLAX,KPHL,1/24/2020
AAL564,acd64b,KSEA,KPHL,1/24/2020
AAL851,a17c95,KLAX,KPHL,1/24/2020
AAL782,a0dae2,KPHX,KPHL,1/24/2020
AAL2006,aa3994,KDTW,KPHL,1/24/2020
AAL2562,a189a7,KDFW,KPHL,1/24/2020
SKW3843,aaf253,KDTW,KPHL,1/24/2020
AAL1854,ad6b0f,KORD,KPHL,1/24/2020
ASH6331,ac2bb8,KIAH,KPHL,1/24/2020
AAL449,a72c78,KPHX,KPHL,1/24/2020
AAL1652,acee50,KORD,KPHL,1/24/2020
AAL2340,a1534c,KDFW,KPHL,1/24/2020
NKS266,a85185,KLAX,KPHL,1/24/2020
DAL2473,ad474c,KDTW,KPHL,1/24/2020
AAL1799,ab271f,KLAX,KPHL,1/24/2020
ASA32,a300a9,KSEA,KPHL,1/24/2020
AAL235,a120a4,KDFW,KPHL,1/24/2020
AAL854,a193d8,KPHX,KPHL,1/24/2020
AAL2095,a742c2,KORD,KPHL,1/24/2020
AAL629,ad9f7f,KPHX,KPHL,1/24/2020
UAL2027,ab8553,KIAH,KPHL,1/24/2020
RPA4567,a06aba,KIAH,KPHL,1/24/2020
AAL1328,ab236a,KDFW,KPHL,1/24/2020
NKS484,a83ef2,KDFW,KPHL,1/24/2020
DAL2597,ada16f,KDTW,KPHL,1/24/2020
PDT4921,a7d348,KDTW,KPHL,1/24/2020
AAL658,a78e09,KLAX,KPHL,1/24/2020
AAL460,a19b48,KPHX,KPHL,1/24/2020
UAL664,ac1988,KORD,KPHL,1/24/2020
RPA4664,a09239,KIAH,KPHL,1/24/2020
AAL694,adac5d,KDFW,KPHL,1/24/2020
SKW3901,ab24f7,KDTW,KPHL,1/24/2020
AAL1359,a178de,KORD,KPHL,1/24/2020
AAL2825,a684b5,KORD,KPHL,1/24/2020
PDT4772,a83043,KDTW,KPHL,1/24/2020
AAL2918,a18b71,KLAX,KPHL,1/24/2020
AAL2608,ab148e,KORD,KPHL,1/25/2020
FFT2300,a417fe,KDFW,KPHL,1/25/2020
AAL478,a1a66d,KPHX,KPHL,1/25/2020
UAL1776,a2c338,KIAH,KPHL,1/25/2020
UAL626,a94ae5,KORD,KPHL,1/25/2020
AAL844,a9d44c,KORD,KPHL,1/25/2020
AAL42,ac81d2,KLAX,KPHL,1/25/2020
AAL556,a1978f,KDFW,KPHL,1/25/2020
AAL2506,acc6d1,KORD,KPHL,1/25/2020
AAL2093,a0e250,KDFW,KPHL,1/25/2020
AAL2334,a48681,KDFW,KPHL,1/25/2020
DAL2201,a32e86,KDTW,KPHL,1/25/2020
AAL981,acda02,KLAX,KPHL,1/25/2020
AAL1658,ac5920,KPHX,KPHL,1/25/2020
AAL564,ad9f7f,KSEA,KPHL,1/25/2020
AAL782,a138b8,KPHX,KPHL,1/25/2020
AAL851,a77b76,KLAX,KPHL,1/25/2020
ASQ4334,a81815,KORD,KPHL,1/25/2020
AAL449,a6e89f,KPHX,KPHL,1/25/2020
AAL256,a06461,KLAX,KPHL,1/25/2020
AAL2562,acd5ad,KDFW,KPHL,1/25/2020
AAL2340,a18239,KDFW,KPHL,1/25/2020
ASA410,a2b919,KLAX,KPHL,1/25/2020
NKS266,acb1e2,KLAX,KPHL,1/25/2020
ASA32,a2b562,KSEA,KPHL,1/25/2020
AAL1799,a2c802,KLAX,KPHL,1/25/2020
AAL629,acced9,KPHX,KPHL,1/25/2020
AAL2095,acda02,KORD,KPHL,1/25/2020
AAL1328,aaf828,KDFW,KPHL,1/25/2020
RPA4567,a00ce0,KIAH,KPHL,1/25/2020
NKS484,a7debf,KDFW,KPHL,1/25/2020
PDT4921,a8540b,KDTW,KPHL,1/25/2020
RPA6009,ac06be,KDTW,KPHL,1/25/2020
UAL664,a4e876,KORD,KPHL,1/25/2020
AAL2608,aae958,KORD,KPHL,1/25/2020
AAL2918,ada6ed,KLAX,KPHL,1/26/2020
AAL2825,a06461,KORD,KPHL,1/26/2020
AAL478,ad0538,KPHX,KPHL,1/26/2020
FFT2302,a3475e,KDFW,KPHL,1/26/2020
UAL626,ab77d5,KORD,KPHL,1/26/2020
UAL1776,a2c338,KIAH,KPHL,1/26/2020
AAL42,a09188,KLAX,KPHL,1/26/2020
AAL2506,a97de4,KORD,KPHL,1/26/2020
AAL1814,a1a66d,KDFW,KPHL,1/26/2020
DAL1690,a34e97,KDTW,KPHL,1/26/2020
AAL981,a16037,KLAX,KPHL,1/26/2020
AAL1658,aca1dd,KPHX,KPHL,1/26/2020
AAL256,a6d3b3,KLAX,KPHL,1/26/2020
AAL851,ad8935,KLAX,KPHL,1/26/2020
AAL782,a17c95,KPHX,KPHL,1/26/2020
AAL2006,ab0361,KDTW,KPHL,1/26/2020
GJS4563,a0ce85,KORD,KPHL,1/26/2020
AAL1854,ac86af,KORD,KPHL,1/26/2020
ASH6331,ac2bd5,KIAH,KPHL,1/26/2020
DAL422,ab7a21,KSEA,KPHL,1/26/2020
AAL449,a733e6,KPHX,KPHL,1/26/2020
AAL1652,ad3c16,KORD,KPHL,1/26/2020
DAL2473,adf06d,KDTW,KPHL,1/26/2020
NKS266,aca306,KLAX,KPHL,1/26/2020
AAL2562,a17acb,KDFW,KPHL,1/26/2020
AAL2340,a1534c,KDFW,KPHL,1/26/2020
AAL1799,a2dcee,KLAX,KPHL,1/26/2020
ASA32,a24a0a,KSEA,KPHL,1/26/2020
PDT4854,a8452f,KDTW,KPHL,1/26/2020
AAL235,a16fa6,KDFW,KPHL,1/26/2020
AAL854,a4b41c,KPHX,KPHL,1/26/2020
AAL2095,a77b76,KORD,KPHL,1/26/2020
AAL629,a15516,KPHX,KPHL,1/26/2020
AAL1328,ab10cb,KDFW,KPHL,1/26/2020
NKS484,a7f3ab,KDFW,KPHL,1/26/2020
DAL2597,a7d276,KDTW,KPHL,1/26/2020
AAL658,a72c78,KLAX,KPHL,1/26/2020
AAL460,a17708,KPHX,KPHL,1/26/2020
AAL2825,acb9ed,KORD,KPHL,1/26/2020
PDT4921,a8741c,KDTW,KPHL,1/26/2020
UAL664,ab97e6,KORD,KPHL,1/26/2020
AAL2608,ab271f,KORD,KPHL,1/26/2020
SKW3901,ab4151,KDTW,KPHL,1/26/2020
AAL694,ace5b6,KDFW,KPHL,1/26/2020
AAL1359,a708b0,KORD,KPHL,1/26/2020
AAL2334,a93225,KDFW,KPHL,1/26/2020
AAL2918,a722b1,KLAX,KPHL,1/26/2020
PDT4772,a89b9b,KDTW,KPHL,1/27/2020
AAL478,a19b48,KPHX,KPHL,1/27/2020
UAL626,aa56b5,KORD,KPHL,1/27/2020
UAL1776,a465df,KIAH,KPHL,1/27/2020
AAL42,a0a2bd,KLAX,KPHL,1/27/2020
AAL844,a9f818,KORD,KPHL,1/27/2020
AAL242,a19eff,KDFW,KPHL,1/27/2020
AAL2093,a187ba,KDFW,KPHL,1/27/2020
AAL2506,ad0725,KORD,KPHL,1/27/2020
DAL2201,a3f7b8,KDTW,KPHL,1/27/2020
UAL640,ab97e6,KORD,KPHL,1/27/2020
AAL981,acced9,KLAX,KPHL,1/27/2020
AAL1658,aca1dd,KPHX,KPHL,1/27/2020
AAL256,a158c9,KLAX,KPHL,1/27/2020
AAL564,a15516,KSEA,KPHL,1/27/2020
AAL851,a6fb32,KLAX,KPHL,1/27/2020
AAL782,a6e4e8,KPHX,KPHL,1/27/2020
AAL2006,aa5d60,KDTW,KPHL,1/27/2020
AAL2562,a1534c,KDFW,KPHL,1/27/2020
SKW3843,a6f98e,KDTW,KPHL,1/27/2020
AAL1854,ad8895,KORD,KPHL,1/27/2020
ASH6331,abb534,KIAH,KPHL,1/27/2020
AAL449,ad945a,KPHX,KPHL,1/27/2020
AAL1652,ad7760,KORD,KPHL,1/27/2020
NKS266,acb950,KLAX,KPHL,1/27/2020
DAL2473,ac5bb0,KDTW,KPHL,1/27/2020
AAL2340,a16bef,KDFW,KPHL,1/27/2020
AAL1799,ab1bf0,KLAX,KPHL,1/27/2020
ASA32,a2a686,KSEA,KPHL,1/27/2020
AAL854,ad0538,KPHX,KPHL,1/27/2020
AAL629,a6cffc,KPHX,KPHL,1/27/2020
AAL2095,a6fb32,KORD,KPHL,1/27/2020
AAL1328,aae1ea,KDFW,KPHL,1/27/2020
UAL2027,abb7f7,KIAH,KPHL,1/27/2020
RPA4567,a0144e,KIAH,KPHL,1/27/2020
DAL1296,acc961,KDTW,KPHL,1/27/2020
AAL658,a791c0,KLAX,KPHL,1/27/2020
NKS484,a86ddf,KDFW,KPHL,1/27/2020
AAL460,a1978f,KPHX,KPHL,1/27/2020
AAL2825,adb476,KORD,KPHL,1/27/2020
UAL664,ab68f9,KORD,KPHL,1/27/2020
PDT4921,a90aaa,KDTW,KPHL,1/27/2020
RPA4664,a095f0,KIAH,KPHL,1/27/2020
AAL2608,ab2ad8,KORD,KPHL,1/27/2020
SKW3901,aaeae5,KDTW,KPHL,1/27/2020
AAL1359,a16a02,KORD,KPHL,1/27/2020
AAL1165,a17acb,KDFW,KPHL,1/27/2020
AAL2918,ad857e,KLAX,KPHL,1/28/2020
UAL626,aa7e7c,KORD,KPHL,1/28/2020
AAL478,a1a66d,KPHX,KPHL,1/28/2020
UAL1776,a2c338,KIAH,KPHL,1/28/2020
AAL42,ade18c,KLAX,KPHL,1/28/2020
AAL694,ac51b2,KDFW,KPHL,1/28/2020
AAL844,a9f818,KORD,KPHL,1/28/2020
UPS611,a51ede,KORD,KPHL,1/28/2020
AAL2506,ad385f,KORD,KPHL,1/28/2020
AAL2093,a6c88e,KDFW,KPHL,1/28/2020
UAL640,ab7067,KORD,KPHL,1/28/2020
DAL2201,a40694,KDTW,KPHL,1/28/2020
UPS1483,a542a6,KDTW,KPHL,1/28/2020
UPS609,a10611,KORD,KPHL,1/28/2020
AAL981,acd64b,KLAX,KPHL,1/28/2020
AAL1658,ad00e3,KPHX,KPHL,1/28/2020
AAL564,a6cffc,KSEA,KPHL,1/28/2020
AAL256,a0dae2,KLAX,KPHL,1/28/2020
AAL851,a757ae,KLAX,KPHL,1/28/2020
AAL782,a0e250,KPHX,KPHL,1/28/2020
AAL2006,a9b088,KDTW,KPHL,1/28/2020
SKW3843,ab4508,KDTW,KPHL,1/28/2020
AAL1854,ace6e2,KORD,KPHL,1/28/2020
UPS2865,a420af,KPHX,KPHL,1/28/2020
ASH6331,abdc92,KIAH,KPHL,1/28/2020
AAL449,a18b71,KPHX,KPHL,1/28/2020
AAL1652,adac5d,KORD,KPHL,1/28/2020
AAL2340,a16bef,KDFW,KPHL,1/28/2020
DAL2473,a996e1,KDTW,KPHL,1/28/2020
NKS266,aca306,KLAX,KPHL,1/28/2020
AAL1799,a2c802,KLAX,KPHL,1/28/2020
PDT4994,a8aa77,KDTW,KPHL,1/28/2020
ASA32,a5a11a,KSEA,KPHL,1/28/2020
AAL854,a19eff,KPHX,KPHL,1/28/2020
AAL629,acda02,KPHX,KPHL,1/28/2020
AAL2095,a71efa,KORD,KPHL,1/28/2020
AAL1328,a9854e,KDFW,KPHL,1/28/2020
RPA4567,a54cd9,KIAH,KPHL,1/28/2020
UAL2027,aaf27c,KIAH,KPHL,1/28/2020
AAL2562,a15703,KDFW,KPHL,1/28/2020
NKS484,a8754d,KDFW,KPHL,1/28/2020
DAL1296,ad3c27,KDTW,KPHL,1/28/2020
UPS2020,a08826,KDFW,KPHL,1/28/2020
AAL658,a3b11e,KLAX,KPHL,1/28/2020
AAL460,ad08ef,KPHX,KPHL,1/28/2020
PDT4921,a8d6bd,KDTW,KPHL,1/28/2020
AAL2825,a728c1,KORD,KPHL,1/28/2020
UAL664,a6e258,KORD,KPHL,1/28/2020
AAL2608,ac7b8a,KORD,KPHL,1/28/2020
SKW3901,ab4508,KDTW,KPHL,1/28/2020
AAL694,ad99fc,KDFW,KPHL,1/28/2020
AAL1359,adb476,KORD,KPHL,1/28/2020
