callsign,icao24,origin,destination,firstseen
UAL632,aa7d5d,KLAX,KSFO,1/15/2020
UAL2264,a92361,KIAH,KSFO,1/15/2020
SWA1755,acda2c,KLAX,KSFO,1/15/2020
AAL1430,a0bcb2,KDFW,KSFO,1/15/2020
AAL686,acb636,KPHX,KSFO,1/15/2020
DAL1832,a44533,KSEA,KSFO,1/15/2020
ASA1754,a2b919,KSEA,KSFO,1/15/2020
SKW5483,a19ecf,KDFW,KSFO,1/15/2020
DAL2803,a4278e,KLAX,KSFO,1/15/2020
AAL1095,a3f500,KLAX,KSFO,1/15/2020
UAL2129,ab77d5,KPHX,KSFO,1/15/2020
UAL214,a5ea5c,KSEA,KSFO,1/15/2020
UAL481,a612a6,KLAX,KSFO,1/15/2020
UAL1844,aacd50,KIAH,KSFO,1/15/2020
AAL315,ade8fa,KDFW,KSFO,1/15/2020
ASA1756,a69238,KSEA,KSFO,1/15/2020
ASA1943,a697db,KLAX,KSFO,1/15/2020
UAL2074,a52c4f,KSEA,KSFO,1/15/2020
SWA1764,aadb19,KLAX,KSFO,1/15/2020
DAL2226,abd2e6,KLAX,KSFO,1/15/2020
UAL1742,a44544,KORD,KSFO,1/15/2020
UAL283,aa79a6,KLAX,KSFO,1/15/2020
ASA1933,ab8cda,KLAX,KSFO,1/15/2020
ASA1092,a4194d,KSEA,KSFO,1/15/2020
AAL892,aa1f97,KLAX,KSFO,1/15/2020
DAL1332,ab766a,KLAX,KSFO,1/15/2020
ASA1094,a2ebbd,KSEA,KSFO,1/15/2020
DAL2621,a04a49,KSEA,KSFO,1/15/2020
SWA1757,acda2c,KLAX,KSFO,1/15/2020
CPZ6085,a1c997,KLAX,KSFO,1/15/2020
UAL2201,aa7d5d,KLAX,KSFO,1/15/2020
SKW3313,a4c0db,KLAX,KSFO,1/15/2020
SWA419,aab39a,KPHX,KSFO,1/15/2020
AMX661,0d09a9,KORD,KSFO,1/15/2020
KAL214,71be23,KLAX,KSFO,1/15/2020
GTI2848,a5fff9,KLAX,KSFO,1/15/2020
AIJ841,0d0641,KORD,KSFO,1/15/2020
UAL2166,a0fbfa,KORD,KSFO,1/15/2020
CKS1920,aa4932,KLAX,KSFO,1/15/2020
UAL2064,aa7e51,KPHX,KSFO,1/15/2020
DAL1428,a42ee9,KORD,KSFO,1/15/2020
SKW5381,a0fe7a,KDFW,KSFO,1/15/2020
GTI7109,a4c02d,KLAX,KSFO,1/15/2020
UAL404,aa2bc4,KIAH,KSFO,1/15/2020
QXE2950,a84a55,KSEA,KSFO,1/15/2020
SWA1758,a9e5e9,KLAX,KSFO,1/15/2020
SKW3393,a13c43,KLAX,KSFO,1/15/2020
UAL471,a612a6,KLAX,KSFO,1/15/2020
UAL1610,aa2ba1,KORD,KSFO,1/15/2020
AAL2891,adea26,KLAX,KSFO,1/15/2020
DAL2313,a44548,KLAX,KSFO,1/15/2020
SWA1774,a20471,KPHX,KSFO,1/15/2020
UAL528,ab5dd4,KSEA,KSFO,1/15/2020
DAL2490,a03f24,KSEA,KSFO,1/15/2020
AAL1260,ad8ed7,KDFW,KSFO,1/15/2020
UAL1998,a46d8f,KIAH,KSFO,1/15/2020
UAL399,aa5690,KIAH,KSFO,1/15/2020
ASA1935,a6ee47,KLAX,KSFO,1/15/2020
ASA1111,a300a9,KSEA,KSFO,1/15/2020
UAL488,aa2bc1,KLAX,KSFO,1/15/2020
AAL2861,a3c60d,KLAX,KSFO,1/15/2020
UAL1891,a76f6d,KORD,KSFO,1/15/2020
UAL718,ab77d5,KIAH,KSFO,1/15/2020
ASA1974,a61b4e,KSEA,KSFO,1/15/2020
ANA173,869188,KIAH,KSFO,1/15/2020
AAL2248,ac769b,KDFW,KSFO,1/15/2020
DAL1806,a385c8,KLAX,KSFO,1/15/2020
SWA1828,aa75bd,KLAX,KSFO,1/15/2020
AAL2634,ad8769,KORD,KSFO,1/15/2020
UAL698,a92361,KSEA,KSFO,1/15/2020
UAL708,a923a7,KLAX,KSFO,1/15/2020
DAL2429,a38211,KSEA,KSFO,1/15/2020
UAL499,a43ea6,KORD,KSFO,1/15/2020
ASA1744,a37986,KSEA,KSFO,1/15/2020
UAL1815,a28928,KIAH,KSFO,1/15/2020
ASA1899,acddbe,KLAX,KSFO,1/15/2020
SWA1796,aa72d3,KPHX,KSFO,1/15/2020
CPZ6033,a196f3,KLAX,KSFO,1/15/2020
AAL1844,a757ae,KPHX,KSFO,1/15/2020
SWA1760,a9e5e9,KLAX,KSFO,1/15/2020
UAL2186,a43eed,KLAX,KSFO,1/15/2020
SKW5600,a10231,KDFW,KSFO,1/15/2020
AAL139,ac7103,KDFW,KSFO,1/15/2020
UAL1790,aa1368,KORD,KSFO,1/15/2020
UAL1424,a56a18,KPHX,KSFO,1/15/2020
ASA1927,a83988,KLAX,KSFO,1/15/2020
UAL447,a4d99a,KLAX,KSFO,1/15/2020
ASA1750,a6a114,KSEA,KSFO,1/15/2020
AAL497,aae5a9,KLAX,KSFO,1/15/2020
UAL1973,a94b50,KIAH,KSFO,1/15/2020
SWA1753,aa9ef9,KLAX,KSFO,1/15/2020
AAL2683,ac468d,KDFW,KSFO,1/15/2020
AAL2639,ad9003,KORD,KSFO,1/15/2020
SKW5957,a1c64e,KSEA,KSFO,1/15/2020
DAL1327,a3897f,KLAX,KSFO,1/15/2020
SWA1772,a50064,KPHX,KSFO,1/15/2020
UAL2236,a4943e,KPHX,KSFO,1/15/2020
SKW5456,a1b519,KDFW,KSFO,1/15/2020
UAL816,aa56b3,KSEA,KSFO,1/15/2020
ASA1929,a6ee47,KLAX,KSFO,1/15/2020
UAL420,aa56b4,KLAX,KSFO,1/15/2020
DAL1753,a017a5,KSEA,KSFO,1/15/2020
CPZ6045,a196f3,KLAX,KSFO,1/15/2020
UAL1700,a4bd40,KIAH,KSFO,1/15/2020
AAL1175,a0e431,KDFW,KSFO,1/15/2020
AAL2798,ad8895,KORD,KSFO,1/15/2020
ASA1923,ab9f6d,KLAX,KSFO,1/15/2020
DAL2757,a452c4,KLAX,KSFO,1/15/2020
SWA1762,a9e5e9,KLAX,KSFO,1/15/2020
ASA1203,a2dafc,KORD,KSFO,1/15/2020
DAL2984,a03f24,KSEA,KSFO,1/15/2020
UAL460,a44588,KLAX,KSFO,1/15/2020
UAL2128,a0acdd,KPHX,KSFO,1/16/2020
UAL422,a1cdd8,KORD,KSFO,1/16/2020
UAL2294,a4c0f7,KSEA,KSFO,1/16/2020
UAL632,aacd50,KLAX,KSFO,1/16/2020
DAL1832,a446aa,KSEA,KSFO,1/16/2020
UAL2264,a8fc06,KIAH,KSFO,1/16/2020
ASA1949,a2deb3,KLAX,KSFO,1/16/2020
SWA1755,aa6fca,KLAX,KSFO,1/16/2020
AAL1430,a0f91d,KDFW,KSFO,1/16/2020
AAL686,a6f00d,KPHX,KSFO,1/16/2020
ASA1754,a622bc,KSEA,KSFO,1/16/2020
SKW5483,a038ff,KDFW,KSFO,1/16/2020
DAL2803,a43c7a,KLAX,KSFO,1/16/2020
AAL1095,a336df,KLAX,KSFO,1/16/2020
ASA1756,a855e2,KSEA,KSFO,1/16/2020
UAL2129,a4dd51,KPHX,KSFO,1/16/2020
UAL1844,a837a3,KIAH,KSFO,1/16/2020
UAL481,a5ce02,KLAX,KSFO,1/16/2020
UAL1742,a837a5,KORD,KSFO,1/16/2020
UAL214,a611db,KSEA,KSFO,1/16/2020
AAL1253,adac5d,KORD,KSFO,1/16/2020
ASA1943,a73d45,KLAX,KSFO,1/16/2020
UAL2074,ab7067,KSEA,KSFO,1/16/2020
SWA1764,a9e5e9,KLAX,KSFO,1/16/2020
DAL2226,abd69d,KLAX,KSFO,1/16/2020
UAL283,a57b4d,KLAX,KSFO,1/16/2020
AAL597,a66346,KPHX,KSFO,1/16/2020
ASA1092,ab9448,KSEA,KSFO,1/16/2020
AAL892,ab473a,KLAX,KSFO,1/16/2020
ASA1094,a36e61,KSEA,KSFO,1/16/2020
SWA419,aaa107,KPHX,KSFO,1/16/2020
DAL1332,ac671b,KLAX,KSFO,1/16/2020
SKW5426,a1bee0,KLAX,KSFO,1/16/2020
ASA1933,a69d5d,KLAX,KSFO,1/16/2020
DAL2621,a03f24,KSEA,KSFO,1/16/2020
SWA1757,aa6fca,KLAX,KSFO,1/16/2020
CPZ6085,a1afc8,KLAX,KSFO,1/16/2020
SKW3313,a149c1,KLAX,KSFO,1/16/2020
AAR284,71bc20,KLAX,KSFO,1/16/2020
AMX661,0d09a9,KORD,KSFO,1/16/2020
UAL2166,abe448,KORD,KSFO,1/16/2020
CKS1920,aa41c4,KLAX,KSFO,1/16/2020
UAL2064,a05dbc,KPHX,KSFO,1/16/2020
UAL404,a3ef7e,KIAH,KSFO,1/16/2020
KAL214,71be17,KLAX,KSFO,1/16/2020
SKW3393,a125f9,KLAX,KSFO,1/16/2020
AAL152,a0e7f4,KDFW,KSFO,1/16/2020
UAL471,aaf633,KLAX,KSFO,1/16/2020
ASA1752,a506d5,KSEA,KSFO,1/16/2020
SWA1774,a1aa4e,KPHX,KSFO,1/16/2020
UAL761,a6c248,KORD,KSFO,1/16/2020
DAL2313,a43b85,KLAX,KSFO,1/16/2020
UAL2332,aa9b82,KSEA,KSFO,1/16/2020
UAL718,aaf9ea,KIAH,KSFO,1/16/2020
ASA1111,a5fef4,KSEA,KSFO,1/16/2020
UAL488,aacd50,KLAX,KSFO,1/16/2020
AAL2861,adbef0,KLAX,KSFO,1/16/2020
ASA1935,a32a88,KLAX,KSFO,1/16/2020
UAL528,ab3655,KSEA,KSFO,1/16/2020
ANA173,868ec0,KIAH,KSFO,1/16/2020
AAL2634,a3b4d6,KORD,KSFO,1/16/2020
AAL1260,ad14a3,KDFW,KSFO,1/16/2020
AAL1880,a7cb0b,KPHX,KSFO,1/16/2020
UAL708,a6045d,KLAX,KSFO,1/16/2020
AAL2248,ac7e09,KDFW,KSFO,1/16/2020
DAL1806,a3a222,KLAX,KSFO,1/16/2020
UAL1998,a41e2c,KIAH,KSFO,1/16/2020
SWA1796,ad0562,KPHX,KSFO,1/16/2020
ASA1899,a85d50,KLAX,KSFO,1/16/2020
DAL2490,a05b7e,KSEA,KSFO,1/16/2020
ASA1973,ab9bb6,KSEA,KSFO,1/16/2020
UAL399,a43e83,KIAH,KSFO,1/16/2020
UAL1891,a747cb,KORD,KSFO,1/16/2020
AAL1844,a178de,KPHX,KSFO,1/16/2020
ASA1744,a331f6,KSEA,KSFO,1/16/2020
DAL2429,a3ad47,KSEA,KSFO,1/16/2020
SKW5600,a0c5c6,KDFW,KSFO,1/16/2020
UAL499,aa7426,KORD,KSFO,1/16/2020
UAL1815,aa5691,KIAH,KSFO,1/16/2020
UAL2186,a923a8,KLAX,KSFO,1/16/2020
AAL139,a0e086,KDFW,KSFO,1/16/2020
SWA1828,acfa3d,KLAX,KSFO,1/16/2020
AAL2683,ad83b2,KDFW,KSFO,1/16/2020
UAL698,ab890a,KSEA,KSFO,1/16/2020
UAL447,a5ce02,KLAX,KSFO,1/16/2020
DAL1327,a3dc34,KLAX,KSFO,1/16/2020
AAL2639,ad4105,KORD,KSFO,1/16/2020
UAL1973,a43e7f,KIAH,KSFO,1/16/2020
ASA1750,a69d5d,KSEA,KSFO,1/16/2020
ASA1927,ab7ba5,KLAX,KSFO,1/16/2020
UAL420,aaa616,KLAX,KSFO,1/16/2020
SWA1772,aaadb2,KPHX,KSFO,1/16/2020
SWA1760,ac8b2e,KLAX,KSFO,1/16/2020
UAL1424,a504d0,KPHX,KSFO,1/16/2020
UAL1790,aa3ae2,KORD,KSFO,1/16/2020
UAL1700,a46cc1,KIAH,KSFO,1/16/2020
SKW5456,a0cbd6,KDFW,KSFO,1/16/2020
ASA1929,a32a88,KLAX,KSFO,1/16/2020
ASA1923,a86e85,KLAX,KSFO,1/17/2020
UAL460,a55785,KLAX,KSFO,1/17/2020
AAL1175,ac8577,KDFW,KSFO,1/17/2020
UAL2236,a46d4e,KPHX,KSFO,1/17/2020
DAL2984,a03f24,KSEA,KSFO,1/17/2020
AAL2798,ad8b20,KORD,KSFO,1/17/2020
CPZ6045,a19aaa,KLAX,KSFO,1/17/2020
UAL816,aaa593,KSEA,KSFO,1/17/2020
UAL2128,a43eed,KPHX,KSFO,1/17/2020
AAL497,aa6ccb,KLAX,KSFO,1/17/2020
ASA1203,a855e2,KORD,KSFO,1/17/2020
DAL2757,a382b6,KLAX,KSFO,1/17/2020
UAL422,a494eb,KORD,KSFO,1/17/2020
ASA1754,a5b3ad,KSEA,KSFO,1/17/2020
DAL1753,a05b7e,KSEA,KSFO,1/17/2020
UAL2294,a4e876,KSEA,KSFO,1/17/2020
DAL1832,a4491f,KSEA,KSFO,1/17/2020
SWA1762,aaa5ff,KLAX,KSFO,1/17/2020
UAL2129,a5dcde,KPHX,KSFO,1/17/2020
DAL2803,a44031,KLAX,KSFO,1/17/2020
UAL2264,aa2b79,KIAH,KSFO,1/17/2020
AAL686,a0e607,KPHX,KSFO,1/17/2020
UAL214,a5b916,KSEA,KSFO,1/17/2020
UAL1742,aa3b05,KORD,KSFO,1/17/2020
UAL1844,a46d29,KIAH,KSFO,1/17/2020
AAL1095,addf01,KLAX,KSFO,1/17/2020
ASA1949,a56866,KLAX,KSFO,1/17/2020
AAL1253,ad928e,KORD,KSFO,1/17/2020
SWA1755,a9e8f7,KLAX,KSFO,1/17/2020
UAL481,a61d00,KLAX,KSFO,1/17/2020
UAL283,a8fc06,KLAX,KSFO,1/17/2020
ASA1756,ab9bb6,KSEA,KSFO,1/17/2020
UAL632,a611db,KLAX,KSFO,1/17/2020
SKW5483,a038ff,KDFW,KSFO,1/17/2020
DAL2226,aaffed,KLAX,KSFO,1/17/2020
ASA1943,a6b435,KLAX,KSFO,1/17/2020
AAL1430,a04b24,KDFW,KSFO,1/17/2020
AAL597,acd64b,KPHX,KSFO,1/17/2020
ASA1094,a779b0,KSEA,KSFO,1/17/2020
UAL2074,a4f39b,KSEA,KSFO,1/17/2020
SWA419,a5e0d3,KPHX,KSFO,1/17/2020
ASA1933,a41d04,KLAX,KSFO,1/17/2020
SWA1757,aa7b33,KLAX,KSFO,1/17/2020
UAL2201,a55785,KLAX,KSFO,1/17/2020
SWA1764,aaa5ff,KLAX,KSFO,1/17/2020
ASA1092,a326d1,KSEA,KSFO,1/17/2020
DAL2621,a03f24,KSEA,KSFO,1/17/2020
SKW3313,a149c1,KLAX,KSFO,1/17/2020
DAL1332,acdc40,KLAX,KSFO,1/17/2020
AAL892,aa2abc,KLAX,KSFO,1/17/2020
UAL398,a4e876,KLAX,KSFO,1/17/2020
CPZ6085,a1d4bc,KLAX,KSFO,1/17/2020
DAL8938,a8bfb6,KLAX,KSFO,1/17/2020
UAL2166,a0fbb7,KORD,KSFO,1/17/2020
UAL577,a5aa3a,KDTW,KSFO,1/17/2020
CKS1920,aa41c4,KLAX,KSFO,1/17/2020
AAL152,adcdcc,KDFW,KSFO,1/17/2020
UAL2064,a43eed,KPHX,KSFO,1/17/2020
UAL404,aa568f,KIAH,KSFO,1/17/2020
AAR286,71bc20,KLAX,KSFO,1/17/2020
DAL745,ac90f3,KDTW,KSFO,1/17/2020
QXE2950,a880b0,KSEA,KSFO,1/17/2020
SKW3393,a4bd24,KLAX,KSFO,1/17/2020
SWA1758,aa9b89,KLAX,KSFO,1/17/2020
UAL2332,abe448,KSEA,KSFO,1/17/2020
UAL471,ab3655,KLAX,KSFO,1/17/2020
ASA1752,a622bc,KSEA,KSFO,1/17/2020
UAL761,aa56b3,KORD,KSFO,1/17/2020
SKW5381,a0cbd6,KDFW,KSFO,1/17/2020
DAL2313,a48a83,KLAX,KSFO,1/17/2020
SWA1774,a59b9c,KPHX,KSFO,1/17/2020
UAL528,a57b4d,KSEA,KSFO,1/17/2020
AAL2891,addf01,KLAX,KSFO,1/17/2020
DAL2490,a00c80,KSEA,KSFO,1/17/2020
UAL1998,a85f20,KIAH,KSFO,1/17/2020
AAL1260,aca6c0,KDFW,KSFO,1/17/2020
UAL399,aa5691,KIAH,KSFO,1/17/2020
ASA1935,a2dce1,KLAX,KSFO,1/17/2020
UAL488,aaa616,KLAX,KSFO,1/17/2020
AAL1880,a9034c,KPHX,KSFO,1/17/2020
UAL1891,aa3ae2,KORD,KSFO,1/17/2020
ASA1111,a76fe9,KSEA,KSFO,1/17/2020
AAL2861,adbef0,KLAX,KSFO,1/17/2020
AAL2634,ad4c2a,KORD,KSFO,1/17/2020
DAL1806,a3d87d,KLAX,KSFO,1/17/2020
AAL2248,a0fcd4,KDFW,KSFO,1/17/2020
UAL499,aa56d8,KORD,KSFO,1/17/2020
UAL708,a92361,KLAX,KSFO,1/17/2020
UAL698,abbbae,KSEA,KSFO,1/17/2020
SWA1828,a26c12,KLAX,KSFO,1/17/2020
DAL1357,ab2b23,KDTW,KSFO,1/17/2020
DAL2429,a3a990,KSEA,KSFO,1/17/2020
UAL1815,a085a4,KIAH,KSFO,1/17/2020
ASA1744,a4df56,KSEA,KSFO,1/17/2020
SWA1796,a74a5a,KPHX,KSFO,1/17/2020
ASA1899,a835d1,KLAX,KSFO,1/17/2020
CPZ6033,a1d4bc,KLAX,KSFO,1/17/2020
AAL1844,a65b76,KPHX,KSFO,1/17/2020
SKW5600,a0d344,KDFW,KSFO,1/17/2020
SWA1760,a5ae2f,KLAX,KSFO,1/17/2020
UAL2186,a9dce9,KLAX,KSFO,1/17/2020
AAL139,ade8fa,KDFW,KSFO,1/17/2020
UAL1424,a5dcde,KPHX,KSFO,1/17/2020
ASA1973,a2deb3,KSEA,KSFO,1/17/2020
ASA1927,a826f5,KLAX,KSFO,1/17/2020
ASA1750,a69238,KSEA,KSFO,1/17/2020
UAL447,a57b4d,KLAX,KSFO,1/17/2020
AAL497,aa4ac9,KLAX,KSFO,1/17/2020
SKW5957,a0dab2,KSEA,KSFO,1/17/2020
SWA1753,a6049b,KLAX,KSFO,1/17/2020
EJA595,a7b169,KLAX,KSFO,1/17/2020
SWA1772,a5e48a,KPHX,KSFO,1/17/2020
UAL2236,a2dffe,KPHX,KSFO,1/17/2020
DAL1327,a4076a,KLAX,KSFO,1/17/2020
ASA1929,a2dce1,KLAX,KSFO,1/17/2020
UAL816,aa7e79,KSEA,KSFO,1/17/2020
DAL1753,a00c80,KSEA,KSFO,1/17/2020
UAL420,a28904,KLAX,KSFO,1/17/2020
UAL1700,a46d4e,KIAH,KSFO,1/17/2020
CPZ6045,a1d4bc,KLAX,KSFO,1/17/2020
SWA1764,a5ae2f,KLAX,KSFO,1/18/2020
UAL2074,a5b916,KSEA,KSFO,1/18/2020
ASA1943,a784d5,KLAX,KSFO,1/18/2020
UAL283,a28904,KLAX,KSFO,1/18/2020
ASA1092,a5db2c,KSEA,KSFO,1/18/2020
ASA1933,a2deb3,KLAX,KSFO,1/18/2020
UAL2201,aa3ae5,KLAX,KSFO,1/18/2020
SWA419,aca01a,KPHX,KSFO,1/18/2020
SWA1757,a6049b,KLAX,KSFO,1/18/2020
UAL214,a53006,KSEA,KSFO,1/18/2020
DAL1332,abab67,KLAX,KSFO,1/18/2020
CPZ6085,a1cd4e,KLAX,KSFO,1/18/2020
SKW3313,a1878a,KLAX,KSFO,1/18/2020
ASA1094,a6c6c8,KSEA,KSFO,1/18/2020
UAL398,a94b29,KLAX,KSFO,1/18/2020
GTI2848,a61c53,KLAX,KSFO,1/18/2020
AMX662,0d09a9,KORD,KSFO,1/18/2020
ASA1758,ab77ee,KSEA,KSFO,1/18/2020
AIJ841,0d0649,KORD,KSFO,1/18/2020
UAL2166,aa56d8,KORD,KSFO,1/18/2020
AAL152,adb014,KDFW,KSFO,1/18/2020
UAL2064,a288ff,KPHX,KSFO,1/18/2020
GTI7109,a4c02d,KLAX,KSFO,1/18/2020
SKW5381,a0abc5,KDFW,KSFO,1/18/2020
UAL404,a5e095,KIAH,KSFO,1/18/2020
QXE2950,a88e2e,KSEA,KSFO,1/18/2020
SKW3393,a14d78,KLAX,KSFO,1/18/2020
UAL471,a5ce02,KLAX,KSFO,1/18/2020
ASA1752,a33964,KSEA,KSFO,1/18/2020
DAL2313,a452c4,KLAX,KSFO,1/18/2020
AAL2891,ad4105,KLAX,KSFO,1/18/2020
UAL761,aa7426,KORD,KSFO,1/18/2020
AAL1260,acee50,KDFW,KSFO,1/18/2020
DAL2490,a05b7e,KSEA,KSFO,1/18/2020
SWA3779,ac8ee5,KLAX,KSFO,1/18/2020
UAL528,aaf633,KSEA,KSFO,1/18/2020
UAL399,ab3dc3,KIAH,KSFO,1/18/2020
UAL488,a55785,KLAX,KSFO,1/18/2020
UAL1998,a43e5c,KIAH,KSFO,1/18/2020
ASA1935,a69f49,KLAX,KSFO,1/18/2020
ASA1111,a36851,KSEA,KSFO,1/18/2020
AAL2861,ad0851,KLAX,KSFO,1/18/2020
UAL1891,aa8a26,KORD,KSFO,1/18/2020
SWA3812,abc012,KPHX,KSFO,1/18/2020
UAL718,ac64cf,KIAH,KSFO,1/18/2020
DAL1806,a37aa3,KLAX,KSFO,1/18/2020
AAL2634,acdfa6,KORD,KSFO,1/18/2020
UAL708,a94b29,KLAX,KSFO,1/18/2020
DAL2429,a35e49,KSEA,KSFO,1/18/2020
UAL698,aba30b,KSEA,KSFO,1/18/2020
SWA3823,a28c23,KLAX,KSFO,1/18/2020
UAL1815,aa4c87,KIAH,KSFO,1/18/2020
AAL2248,ace96c,KDFW,KSFO,1/18/2020
ASA1744,a85d50,KSEA,KSFO,1/18/2020
UAL499,aa7e56,KORD,KSFO,1/18/2020
ASA1899,a83f98,KLAX,KSFO,1/18/2020
CPZ6033,a1dc2a,KLAX,KSFO,1/18/2020
SKW5600,a1a63d,KDFW,KSFO,1/18/2020
UAL2186,a16adc,KLAX,KSFO,1/18/2020
UAL1790,a76f6d,KORD,KSFO,1/18/2020
ASA1927,ab8cda,KLAX,KSFO,1/18/2020
ASA1750,a69238,KSEA,KSFO,1/18/2020
AAL1844,a70c67,KPHX,KSFO,1/18/2020
SWA3146,ac8ee5,KLAX,KSFO,1/18/2020
UAL447,a5ce02,KLAX,KSFO,1/18/2020
AAL497,ab34a7,KLAX,KSFO,1/18/2020
AAL2683,acae2e,KDFW,KSFO,1/18/2020
UAL1973,a59f15,KIAH,KSFO,1/18/2020
SKW5957,a1b162,KSEA,KSFO,1/18/2020
DAL1327,a39100,KLAX,KSFO,1/18/2020
SKW5456,a10231,KDFW,KSFO,1/18/2020
AAL2639,ad5d5f,KORD,KSFO,1/18/2020
UAL2236,abacd2,KPHX,KSFO,1/18/2020
ASA1929,a69f49,KLAX,KSFO,1/18/2020
UAL816,a23a28,KSEA,KSFO,1/18/2020
DAL2002,a05b7e,KSEA,KSFO,1/18/2020
TAI560,aa7bae,KIAH,KSFO,1/18/2020
UAL420,a55785,KLAX,KSFO,1/18/2020
SWA3034,aa8469,KLAX,KSFO,1/18/2020
ASA1923,a83f98,KLAX,KSFO,1/18/2020
CPZ6045,a1c5e0,KLAX,KSFO,1/18/2020
UAL1700,a12378,KIAH,KSFO,1/18/2020
ASA1748,a6b249,KSEA,KSFO,1/18/2020
UAL460,a46603,KLAX,KSFO,1/18/2020
ASA1203,a86717,KORD,KSFO,1/18/2020
UAL2128,a43eed,KPHX,KSFO,1/19/2020
UAL2294,a4e4bf,KSEA,KSFO,1/19/2020
AAL1430,acf0da,KDFW,KSFO,1/19/2020
UAL2264,a836fb,KIAH,KSFO,1/19/2020
UAL632,a16adc,KLAX,KSFO,1/19/2020
AAL686,a699a1,KPHX,KSFO,1/19/2020
SKW5483,a0e5d7,KDFW,KSFO,1/19/2020
DAL1832,a42b32,KSEA,KSFO,1/19/2020
ASA1949,a6ca7f,KLAX,KSFO,1/19/2020
DAL2803,a39100,KLAX,KSFO,1/19/2020
UAL2129,a85f29,KPHX,KSFO,1/19/2020
ASA1756,a411df,KSEA,KSFO,1/19/2020
AAL1095,ac5569,KLAX,KSFO,1/19/2020
ASA1754,a326d1,KSEA,KSFO,1/19/2020
UAL481,a5ce02,KLAX,KSFO,1/19/2020
UAL214,a6246e,KSEA,KSFO,1/19/2020
AAL362,acca88,KORD,KSFO,1/19/2020
UAL1742,a76f67,KORD,KSFO,1/19/2020
SWA5614,aa72d3,KPHX,KSFO,1/19/2020
ASA1943,a6f5b5,KLAX,KSFO,1/19/2020
UAL283,a504d0,KLAX,KSFO,1/19/2020
ASA1092,a2dafc,KSEA,KSFO,1/19/2020
AAL892,ab0361,KLAX,KSFO,1/19/2020
AAL1559,acb636,KPHX,KSFO,1/19/2020
ASA1933,a41d04,KLAX,KSFO,1/19/2020
DAL1332,a38211,KLAX,KSFO,1/19/2020
CPZ6085,a1afc8,KLAX,KSFO,1/19/2020
SKW3313,a11e8b,KLAX,KSFO,1/19/2020
UAL398,a5a683,KLAX,KSFO,1/19/2020
AIJ841,0d07ba,KORD,KSFO,1/19/2020
CKS1920,aa457b,KLAX,KSFO,1/19/2020
UAL577,ab741e,KDTW,KSFO,1/19/2020
AAL152,ad574f,KDFW,KSFO,1/19/2020
UAL2166,a94b4b,KORD,KSFO,1/19/2020
UAL404,a8d4ad,KIAH,KSFO,1/19/2020
DAL8842,a8bbff,KLAX,KSFO,1/19/2020
UAL1610,a1c66a,KORD,KSFO,1/19/2020
QXE2950,a8609f,KSEA,KSFO,1/19/2020
AAR286,71bc13,KLAX,KSFO,1/19/2020
DAL2313,a44d1c,KLAX,KSFO,1/19/2020
AAL2891,acf492,KLAX,KSFO,1/19/2020
UAL528,aae757,KSEA,KSFO,1/19/2020
DAL2490,a01b5c,KSEA,KSFO,1/19/2020
SWA3779,aa6bed,KLAX,KSFO,1/19/2020
AAL1260,ad0d35,KDFW,KSFO,1/19/2020
UAL1998,a8d5a0,KIAH,KSFO,1/19/2020
UAL488,aa7e99,KLAX,KSFO,1/19/2020
ASA1935,a6c311,KLAX,KSFO,1/19/2020
ASA1111,a8321a,KSEA,KSFO,1/19/2020
UAL1891,a76f6d,KORD,KSFO,1/19/2020
AAL2861,aca594,KLAX,KSFO,1/19/2020
SWA5332,a2195d,KPHX,KSFO,1/19/2020
AAL2634,ad15cf,KORD,KSFO,1/19/2020
DAL1806,a4076a,KLAX,KSFO,1/19/2020
AAL2248,ac7103,KDFW,KSFO,1/19/2020
DAL2429,a42b32,KSEA,KSFO,1/19/2020
UAL708,aa568f,KLAX,KSFO,1/19/2020
UAL499,a4943f,KORD,KSFO,1/19/2020
ASA1744,a30f85,KSEA,KSFO,1/19/2020
UAL1815,aa4c87,KIAH,KSFO,1/19/2020
ASA1899,a4194d,KLAX,KSFO,1/19/2020
CPZ6033,a1afc8,KLAX,KSFO,1/19/2020
SKW5600,a04f49,KDFW,KSFO,1/19/2020
ASA1746,a24a0a,KSEA,KSFO,1/19/2020
UAL2186,a46603,KLAX,KSFO,1/19/2020
UAL1790,aa8a07,KORD,KSFO,1/19/2020
AAL139,adc531,KDFW,KSFO,1/19/2020
ASA1927,a420bb,KLAX,KSFO,1/19/2020
UAL1424,a6246e,KPHX,KSFO,1/19/2020
ASA1750,a6ac39,KSEA,KSFO,1/19/2020
SWA3146,aa6bed,KLAX,KSFO,1/19/2020
UAL447,a4bd40,KLAX,KSFO,1/19/2020
AAL497,aa8164,KLAX,KSFO,1/19/2020
SKW5957,a0fac3,KSEA,KSFO,1/19/2020
UAL2236,aa56db,KPHX,KSFO,1/19/2020
ASA1929,a6c311,KLAX,KSFO,1/19/2020
UAL816,a39fb1,KSEA,KSFO,1/19/2020
DAL1327,a4478d,KLAX,KSFO,1/19/2020
UAL420,aa7e7a,KLAX,KSFO,1/19/2020
SWA3034,aa9a7a,KLAX,KSFO,1/19/2020
UAL2128,a288ff,KPHX,KSFO,1/20/2020
UAL422,a9249c,KORD,KSFO,1/20/2020
