callsign,,icao24,origin,destination,firstseen
UAL2760,,a5b916,KPHX,KSFO,2/23/2020
ASQ4442,,a0a98f,KIAH,,2/23/2020
ASA626,,a29908,KSEA,KLAS,2/23/2020
UAL422,,a9ec06,KORD,KSFO,2/23/2020
ASQ4267,,a041c7,KIAH,,2/23/2020
SWA3081,,a5e0d3,KPHX,36II,2/23/2020
UAL931,,a8c4d8,KORD,EGLL,2/23/2020
SWA3866,,abdd6d,KLAX,KOAK,2/23/2020
CPZ5696,,a7fa2d,KPHX,KLAX,2/23/2020
QTR730,,06a128,KDFW,OTHH,2/23/2020
DAL2793,,aaed5a,KSEA,KLAS,2/23/2020
ASQ4178,,a05d92,KIAH,,2/23/2020
UAL909,,a8a87e,KORD,EHAM,2/23/2020
ETD170,,896343,KLAX,WSSS,2/23/2020
UAL619,,ab2169,KIAH,KSEA,2/23/2020
UAL907,,a8a110,KORD,EDDF,2/23/2020
QXE2498,,a5135d,KSEA,,2/23/2020
QXE2522,,a8469e,KLAX,KSJC,2/23/2020
AAL891,,a0b199,KPHX,KORD,2/23/2020
ASH6369,,ac2bfd,KIAH,,2/23/2020
AAL1123,,ac791d,KDFW,SKBO,2/23/2020
CPZ6063,,a19e61,KLAX,KAVQ,2/23/2020
AAL2014,,a0a2bd,KDFW,KPHX,2/23/2020
UAL580,,a2c35b,KORD,,2/23/2020
ASH6091,,abb5a1,KIAH,,2/23/2020
ASH5959,,a2439c,KPHX,9CA0,2/23/2020
AAL297,,a06646,KLAX,,2/23/2020
NKS1917,,a82a06,KDFW,60CO,2/23/2020
AAL1689,,ab4af1,KPHX,7PS7,2/23/2020
ASQ4060,,a15665,KORD,KCLT,2/23/2020
CPZ6054,,a1babb,KSEA,KLAX,2/23/2020
UAL390,,a4d5e3,KIAH,,2/23/2020
UAL246,,a55b3c,KORD,KSPG,2/23/2020
SKW5518,,a08f6b,KORD,KBNA,2/23/2020
UAL361,,a1235b,KORD,VT26,2/23/2020
ASA400,,a25b3f,KSEA,KLAX,2/23/2020
SKW5599,,aaac21,KORD,KORF,2/23/2020
UAL1283,,ab6542,KDTW,KSFO,2/23/2020
UAL1565,,aa56db,KIAH,MROC,2/23/2020
SKW5463,,ac7bf6,KIAH,KCOS,2/23/2020
UAL2173,,a76f67,KORD,KMCO,2/23/2020
SWA3750,,ac83c0,KPHX,KHOU,2/23/2020
AWI3781,,a517f4,KORD,,2/23/2020
AAL315,,ad2736,KDTW,KDFW,2/23/2020
CPZ6015,,a1c229,KLAX,KSFO,2/23/2020
UAL702,,a9d59f,KORD,KCLE,2/23/2020
AAL1638,,a89086,KPHX,KEYE,2/23/2020
ASQ4123,,a806e0,KORD,KPVD,2/23/2020
GJS4541,,a65847,KORD,,2/23/2020
ASQ4379,,a0a9f8,KIAH,,2/23/2020
AAL661,,a886bf,KPHX,KIAH,2/23/2020
NKS470,,a8c094,KDFW,KFLL,2/23/2020
UAL2264,,a1bb45,KIAH,KSFO,2/23/2020
CPZ5718,,a81077,KLAX,KPHX,2/23/2020
AWI3892,,a4ce25,KORD,KDAY,2/23/2020
UAL624,,a56dcf,KORD,KDCA,2/23/2020
ASH6315,,abb59f,KIAH,,2/23/2020
TAP242,,4952a9,KORD,LPPT,2/23/2020
UAL373,,a4dd51,KPHX,CO12,2/23/2020
AWI3882,,a5686a,KORD,9NC9,2/23/2020
UAL1451,,ab329e,KIAH,FD83,2/23/2020
AAL9647,,a9aebe,KDFW,KLAX,2/23/2020
ASH6096,,ac047d,KIAH,KOKC,2/23/2020
ASA1480,,a56866,KLAX,KLAS,2/23/2020
ASQ4102,,a0f8cb,KIAH,,2/23/2020
RPA3650,,a842ff,KIAH,KSDF,2/23/2020
BAW20R,,4006b0,KORD,EGLL,2/23/2020
SKW5869,,aab99f,KIAH,KPSP,2/23/2020
AAL2279,,adeca5,KLAX,KMCO,2/23/2020
UAL626,,a22539,KORD,KPHL,2/23/2020
AAL1694,,a0c42c,KDFW,KDEN,2/23/2020
UAL1793,,a46d95,KIAH,XS89,2/23/2020
AAL1605,,adf194,KDFW,KRDU,2/23/2020
UAL1857,,a94ae3,KORD,KIAD,2/23/2020
JBU1124,,ad7e6f,KLAX,KJFK,2/23/2020
UAL564,,a28947,KORD,KFLL,2/23/2020
SWA1984,,aaaa4a,KPHX,KOAK,2/23/2020
AAL2698,,aca1dd,KDFW,KABQ,2/23/2020
ASQ4440,,a0ac92,KIAH,,2/23/2020
UAL1993,,a9238a,KORD,MMUN,2/23/2020
AAL2763,,a11eb7,KPHX,KBOS,2/23/2020
AAL55,,aa5237,KDFW,,2/23/2020
ASQ4396,,a03398,KIAH,,2/23/2020
UAL790,,aaa5d4,KORD,KBOS,2/23/2020
UAL1863,,a097cc,KORD,KRDU,2/23/2020
UAL217,,a41632,KIAH,CYVR,2/23/2020
UAL2094,,ab3a0c,KIAH,KLGA,2/23/2020
ASH6311,,ac03ee,KIAH,,2/23/2020
ASQ4125,,a81f83,KORD,,2/23/2020
AAL724,,aa1be0,KPHX,KGRR,2/23/2020
SKW5885,,aab38f,KIAH,,2/23/2020
DAL2855,,a4995f,PANC,KSEA,2/23/2020
SKW3249,,a9614d,KDFW,KFWA,2/23/2020
ENY4240,,a29dee,KDFW,KCRP,2/23/2020
UAL1958,,aa56b4,KIAH,KMIA,2/23/2020
ENY3305,,a2b691,KDFW,,2/23/2020
ASH6283,,ac2bb8,KIAH,,2/23/2020
AAL1084,,aaef60,KDFW,,2/23/2020
SWA3230,,a235b7,KPHX,KBWI,2/23/2020
ASA179,,a80c87,PANC,,2/23/2020
ENY3793,,a23138,KDFW,MO34,2/23/2020
UAL2172,,a9249c,KIAH,KLAX,2/23/2020
UAL1718,,a94b4d,KLAX,,2/23/2020
UAL1578,,a5f1ca,KIAH,KBOS,2/23/2020
AAL1477,,ada296,KDFW,,2/23/2020
AAL478,,a733e6,KPHX,KPHL,2/23/2020
CSN434,,7805aa,KORD,,2/23/2020
ENY3747,,a29a37,KDFW,KCVG,2/23/2020
SKW3052,,aa21ef,KLAX,KSAN,2/23/2020
AAL2276,,ac5920,KIAH,KDFW,2/23/2020
AFR355,,3949f3,KSEA,LFPG,2/23/2020
AAL999,,ad20f4,KDFW,KRSW,2/23/2020
SKW5512,,a04b92,KLAX,KPHX,2/23/2020
ASH6137,,abdcda,KIAH,CT20,2/23/2020
AAL2554,,ace5bc,KDFW,KSMF,2/23/2020
NKS425,,a8b56f,KORD,KFLL,2/23/2020
DAL1643,,a4503d,KPHX,KSEA,2/23/2020
AAL1509,,aafbf3,KDFW,KMSN,2/23/2020
ASA50,,a7fdab,PANC,,2/23/2020
UAL2329,,a0acf9,KORD,KEWR,2/23/2020
UAL480,,ab050f,KIAH,KFLL,2/23/2020
AAL1213,,a8bbbc,KDTW,KCLT,2/23/2020
ENY3628,,a920f4,KDFW,KCMI,2/23/2020
AAL757,,adacfd,KLAX,KPHX,2/23/2020
ASA49,,a70333,PANC,,2/23/2020
AAL1388,,a1226e,KPHX,KJFK,2/23/2020
AAL1207,,a3c9c5,KDFW,KAVQ,2/23/2020
GJS4579,,a6c756,KORD,KCVG,2/23/2020
SKW3227,,aa31ed,KORD,KBNA,2/23/2020
ASH5992,,ad448d,KDFW,KSDF,2/23/2020
DAL1219,,a6f3c0,KLAX,,2/23/2020
AWI4856,,a564b3,KORD,KMKE,2/23/2020
AAL398,,a04bbe,KIAH,KCLT,2/23/2020
BTQ456,,a5c672,KDFW,,2/23/2020
DAL416,,ab38aa,KSEA,,2/23/2020
AAL2733,,ab236a,KLAX,KDFW,2/23/2020
AAL2079,,ad2ea4,KDFW,,2/23/2020
UAL987,,a8b5fc,KORD,LFPG,2/23/2020
AAL2400,,ac79a3,KDFW,KTUL,2/23/2020
UAL369,,a76f68,KORD,KLAX,2/23/2020
ASH6365,,ac2bd6,KIAH,KDFW,2/23/2020
AAL324,,ad1fc8,KDFW,,2/23/2020
ACA555,,c05bcf,KLAX,CYVR,2/23/2020
AAL346,,ac9f52,KDFW,,2/23/2020
AAL2715,,a06a09,KORD,KLAX,2/23/2020
AAL702,,a13541,KPHX,KSMF,2/23/2020
RPA3483,,a9c380,KIAH,7PS7,2/23/2020
GJS4502,,a6dc42,KORD,KMDT,2/23/2020
SIA51,,76cdb4,KIAH,EGCC,2/23/2020
ASH6099,,a65156,KDTW,KIAD,2/23/2020
QXE2078,,a85931,KSEA,KPDX,2/23/2020
AAL2761,,aca309,KDFW,KSTL,2/23/2020
GJS4527,,a703c1,KORD,KABE,2/23/2020
SWA4661,,abb1de,KPHX,KSTL,2/23/2020
AAL2433,,ad99fc,KDFW,KPDX,2/23/2020
SKW3187,,aa596c,KORD,K8C4,2/23/2020
ASA1799,,a81f87,KLAX,KPDX,2/23/2020
ASH5861,,acc267,KDFW,,2/23/2020
AAL2372,,ad3fd9,KDFW,XS89,2/23/2020
ASH5849,,acd57e,KPHX,KABQ,2/23/2020
ASA24,,a30460,KSEA,KBOS,2/23/2020
RPA3672,,a9e391,KDTW,KORD,2/23/2020
ENY3785,,a29680,KORD,KCMH,2/23/2020
AWI4855,,a5397d,KORD,KGAS,2/23/2020
ASH5765,,ad3d1f,KDFW,KPIA,2/23/2020
AAL1172,,acca88,KORD,KBOS,2/23/2020
SWA3393,,aa1f65,KLAX,,2/23/2020
GJS4558,,a12c5f,KORD,OI45,2/23/2020
UAL1035,,a135cb,KIAH,,2/23/2020
SKW3182,,aa01de,KDFW,IN93,2/23/2020
GJS4588,,a650d9,KORD,KGRR,2/23/2020
SWA4318,,a5f976,KPHX,KLAS,2/23/2020
AAL1430,,a0a7a0,KDFW,KSFO,2/23/2020
ASH5723,,ad35b1,KDFW,KHOU,2/23/2020
SKW3011,,aa75c6,KORD,CYUL,2/23/2020
AAL2601,,acf486,KLAX,KATL,2/23/2020
AAL1761,,ab7627,KDFW,PN62,2/23/2020
SWA3074,,ad0919,KPHX,60CO,2/23/2020
UAL1074,,a49f89,KORD,KROC,2/23/2020
UAL661,,aa3ae4,KLAX,KORD,2/23/2020
AAL2708,,ac7103,KDFW,KLGA,2/23/2020
ACA596,,c02236,KIAH,CYYZ,2/23/2020
ASH5997,,acf946,KDFW,,2/23/2020
CPZ6064,,a1d4bc,KLAX,NV55,2/23/2020
ENY3956,,aaff9a,KDFW,,2/23/2020
AAL1077,,a35e66,KORD,MGGT,2/23/2020
AAL578,,a16037,KPHX,KSEA,2/23/2020
ENY3509,,a1f884,KDFW,KXNA,2/23/2020
UAL102,,a899a2,KIAH,EDDM,2/23/2020
AAL295,,ada64d,KORD,KLGA,2/23/2020
SKW4111,,a280a4,KLAX,KABQ,2/23/2020
UPS2997,,a762cc,PANC,KSDF,2/23/2020
SWA4492,,a2cffc,KPHX,KTUL,2/23/2020
ENY3365,,a23c5d,KORD,KPVD,2/23/2020
AAL1456,,ac3558,KDFW,KBOS,2/23/2020
AAL2300,,ade18c,KORD,KDFW,2/23/2020
ASQ4454,,a7dbaa,KIAH,,2/23/2020
ASH5750,,ac7ad7,KPHX,KSTS,2/23/2020
AAL2520,,a0628f,KDFW,KORD,2/23/2020
ENY3459,,a2f092,KORD,,2/23/2020
QXE2394,,a4b583,KSEA,,2/23/2020
NKS199,,a94236,KIAH,KLAS,2/23/2020
ASH5968,,ac8d6a,KDFW,,2/23/2020
AAL1173,,aae5a9,KORD,7PS7,2/23/2020
ENY3782,,a8f5be,KORD,KORF,2/23/2020
ENY3932,,ab673b,KDFW,,2/23/2020
AAL299,,a356f6,KDFW,KEWR,2/23/2020
AAL2277,,ac75a5,KORD,CYYZ,2/23/2020
AAL1062,,ace5b6,KORD,KSTL,2/23/2020
SKW3164,,aa5d23,KDFW,KSAF,2/23/2020
AAL2206,,a09cad,KDFW,KMIA,2/23/2020
SKW3299,,a7fb7d,KORD,KFWA,2/23/2020
ENY3729,,a24014,KDFW,KMDT,2/23/2020
ASH6106,,ac2c23,KIAH,91OI,2/23/2020
AAL2689,,ad9645,KORD,,2/23/2020
THT7,,3a5400,KLAX,NTAA,2/23/2020
AAL2072,,ac066b,KDFW,KATL,2/23/2020
AAL650,,a6d9c3,KPHX,KLAX,2/23/2020
ASH5982,,acdcec,KDFW,,2/23/2020
ASA84,,a5521c,PANC,KSEA,2/23/2020
UAL704,,a0a8da,KIAH,KEWR,2/23/2020
RPA3543,,a9d4b5,KORD,7PS7,2/23/2020
AAL766,,acd0ca,KORD,KPHL,2/23/2020
AAL1291,,ad5fea,KDFW,KIAD,2/23/2020
ENY3669,,a1fc3b,KORD,VA95,2/23/2020
SKW3030,,a9bb70,KDFW,,2/23/2020
UAL297,,a0e6c6,KIAH,,2/23/2020
AAL2104,,a87f51,KPHX,KDTW,2/23/2020
DAL1298,,a6e89b,KLAX,,2/23/2020
SKW3624,,a2cfa2,KSEA,KSFF,2/23/2020
ENY4264,,a2b2da,KDFW,KSBA,2/23/2020
UAL454,,aa7e7d,KLAX,,2/23/2020
ENY3918,,a2a7b5,KDFW,KBUF,2/23/2020
SKW5954,,a5c8bb,KIAH,KABQ,2/23/2020
AAL1277,,a1427f,KORD,KMIA,2/23/2020
DAL1469,,a3dffe,KPHX,KU42,2/23/2020
ENY3467,,a2ab6c,KORD,KCVG,2/23/2020
AAL2636,,ab686f,KDFW,KAUS,2/23/2020
SKW3045,,aa4200,KORD,KHPN,2/23/2020
JIA5081,,a73ab6,KDFW,,2/23/2020
DAL2412,,a04a49,KIAH,KJFK,2/23/2020
NKS711,,a86061,KDTW,KLAS,2/23/2020
BAW282,,4006b3,KLAX,EGLL,2/23/2020
AAL2931,,a9fb4e,KDFW,9NC9,2/23/2020
AAL2235,,ac96b8,KDFW,KDEN,2/23/2020
FFT2153,,a39a13,KPHX,KLAS,2/23/2020
ASH5871,,ad4844,KDFW,,2/23/2020
ENY3623,,ab8b03,KORD,AL72,2/23/2020
EVA659,,899123,PANC,RCTP,2/23/2020
UAL1044,,a51b1a,KIAH,KLAS,2/23/2020
UAL632,,a4ec2d,KLAX,KSFO,2/23/2020
SKW3376,,a4b96d,KSEA,,2/23/2020
NKS706,,a7fb19,KDTW,KLAX,2/23/2020
ENY3823,,ace965,KDFW,,2/23/2020
AAL536,,ab385e,KPHX,KSJC,2/23/2020
UAL1461,,a445f2,KIAH,,2/23/2020
QTR726,,06a2af,KORD,OTHH,2/23/2020
SWA4211,,aa7d3f,KLAX,KPHX,2/23/2020
QXE2042,,a84a55,KSEA,KVUO,2/23/2020
AAL2541,,adea26,KORD,KFLL,2/23/2020
VOI995,,0d0a0d,KLAX,,2/23/2020
ENY4267,,a24782,KDFW,KGRR,2/23/2020
AAL1243,,a0f1bb,KDFW,KSAN,2/23/2020
EDV5139,,a77d89,KDTW,KEYE,2/23/2020
SWA3741,,a1aa4e,KPHX,KSEA,2/23/2020
DAL2592,,a44d3f,KLAX,,2/23/2020
AAL2271,,ad34b4,KDFW,,2/23/2020
DAL1246,,a3e9b2,KLAX,KAUS,2/23/2020
ENY3673,,a80c7b,KORD,KFPK,2/23/2020
VTE3304,,a2bba5,KPHX,,2/23/2020
AAL2620,,acea99,KDFW,KUMP,2/23/2020
AAL2917,,ac741c,KORD,,2/23/2020
DAL1722,,a38d36,KSEA,KPDX,2/23/2020
SKW2965,,aa797d,KDFW,,2/23/2020
AAL1660,,a6c88e,KDFW,KMCO,2/23/2020
SWA5576,,a26fc9,KPHX,KMSP,2/23/2020
ENY3591,,a2e935,KORD,,2/23/2020
AAL1076,,a0d90c,KDFW,KBNA,2/23/2020
SKW5944,,ad3a03,KLAX,KSAN,2/23/2020
DAL1648,,a3f401,KLAX,KU42,2/23/2020
AAL2375,,acdbee,KDFW,KU42,2/23/2020
SKW4474,,a2845b,KSEA,CYVR,2/23/2020
SKW3201,,a9903a,KORD,KMKE,2/23/2020
ENY3683,,a2766f,KORD,KBUF,2/23/2020
AAL2207,,ad6884,KDFW,KCMH,2/23/2020
AAL1014,,a403df,KLAX,KAUS,2/23/2020
SKW3806,,ab161b,KORD,KDTW,2/23/2020
ATN3875,,a40654,KSEA,,2/23/2020
ENY3429,,ab0351,KDFW,,2/23/2020
SKW3269,,aa8859,KPHX,KSBA,2/23/2020
AAL1547,,a0ebab,KDFW,MMUN,2/23/2020
UAL1737,,a3eeb0,KIAH,,2/23/2020
ENY4049,,a238a6,KORD,KROC,2/23/2020
CAO1058,,780c5c,KLAX,KLAX,2/23/2020
ENY9801,,a28f12,KDFW,KORD,2/23/2020
RPA5899,,a21bea,KDTW,KSDF,2/23/2020
AAL364,,ac7e15,KDFW,KSJC,2/23/2020
SKW3198,,aa1a81,KORD,KGRB,2/23/2020
SKW3851,,a2b348,KSEA,KSMF,2/23/2020
UAL46,,a43667,KIAH,EDDF,2/23/2020
AAL2529,,a7869b,KORD,KISM,2/23/2020
SWA4221,,a9c6a0,KPHX,KOMA,2/23/2020
HAL9,,a47d69,KLAX,,2/23/2020
SKW4245,,a51745,KDTW,,2/23/2020
ASH5950,,ad1957,KDFW,9CA0,2/23/2020
JBU714,,a3619c,KDFW,KBOS,2/23/2020
ASQ3991,,a0b86b,KORD,02ME,2/23/2020
ENY4144,,a287a4,KORD,KMDT,2/23/2020
ASA667,,a79768,KDFW,KSEA,2/23/2020
FFT750,,a3414e,KPHX,60CO,2/23/2020
ENY3792,,a2ecec,KDFW,49FD,2/23/2020
UAL1884,,a35843,KIAH,KPDX,2/23/2020
AAL184,,a00d5b,KLAX,KJFK,2/23/2020
ENY3381,,a2cf34,KDFW,,2/23/2020
AAL1766,,a0dae2,KPHX,KDFW,2/23/2020
AAL855,,a728c1,KDFW,KCLT,2/23/2020
EDV4757,,ab6ebb,KDTW,56WI,2/23/2020
ENY3421,,a1e9ac,KORD,KBWI,2/23/2020
DAL1303,,a339b4,KPHX,KMSP,2/23/2020
AAL2212,,ad79eb,KDFW,KIAH,2/23/2020
SWA4563,,a95535,KLAX,KLAS,2/23/2020
SKW4172,,ab6162,KDTW,KCMH,2/23/2020
AAL1607,,ac76a7,KDFW,KCLE,2/23/2020
EDV5395,,a34825,KDTW,,2/23/2020
DAL1005,,a385c8,KLAX,KPDX,2/23/2020
UAL1182,,a6c248,KORD,KRSW,2/23/2020
ENY3444,,ab472a,KDFW,,2/23/2020
ENY4176,,ab585f,KDFW,,2/23/2020
UAL2155,,a5d1b9,KIAH,KORD,2/23/2020
SKW4298,,ac5f13,KDTW,KFWA,2/23/2020
DAL413,,ac733b,KDTW,KRSW,2/23/2020
SWA3992,,abf308,KSEA,KOAK,2/23/2020
AAL1386,,ab2ae0,KPHX,UT13,2/23/2020
SKW3012,,a973e0,KDFW,KSBP,2/23/2020
AAL2753,,a34209,KDFW,KDTW,2/23/2020
SWR9K,,4b1881,KORD,LSZH,2/23/2020
SWA703,,abd50f,KPHX,KAUS,2/23/2020
UAL1004,,a46603,KLAX,,2/23/2020
SKW3005,,aa1e38,KDFW,,2/23/2020
DAL2311,,a39e7e,KDTW,KAUS,2/23/2020
SKW5786,,a6192b,KLAX,KM45,2/23/2020
AAL1771,,acbffd,KDFW,KLAS,2/23/2020
UAE212,,896473,KIAH,OMDB,2/23/2020
SKW3176,,a9bf27,KDFW,KSPI,2/23/2020
CPZ6026,,a1a986,KLAX,KSJC,2/23/2020
DAL961,,a418b2,KDTW,,2/23/2020
ENY3996,,a2c1b6,KDFW,9NC6,2/23/2020
ASH5801,,a24b0a,KPHX,,2/23/2020
SKW3597,,acd4ec,KDTW,,2/23/2020
SKW3721,,ab4c76,KDTW,9NC9,2/23/2020
SWA2630,,a4f3d9,KLAX,KMDW,2/23/2020
EDV4764,,a08e3c,KDTW,46MI,2/23/2020
SKW5218,,aac87b,KIAH,KU42,2/23/2020
AAL247,,a082ac,KLAX,,2/23/2020
NKS1270,,a80dac,KIAH,KFLL,2/23/2020
DAL2985,,a44e18,KSEA,60CO,2/23/2020
SKW4454,,acad6d,KDTW,MI95,2/23/2020
AAL278,,a098f6,KDFW,KLAX,2/23/2020
ENY3710,,a21839,KDFW,CYUL,2/23/2020
SWA3613,,a9ff54,KPHX,KMCI,2/23/2020
ASH5730,,a23c2e,KIAH,KPHX,2/23/2020
SKW3847,,a8fd5a,KDTW,AL72,2/23/2020
ENY3839,,a2c90d,KDFW,CYYC,2/23/2020
AAL2449,,a3c60d,KDFW,,2/23/2020
CPZ6032,,a1b4ab,KLAX,KPDX,2/23/2020
DAL2885,,ad34b9,KDTW,KORD,2/23/2020
WJA1517,,c01551,KPHX,CYYC,2/23/2020
ASQ4163,,a03332,KIAH,,2/23/2020
ENY3725,,a906f3,KORD,KBKL,2/23/2020
AAL1525,,adddd5,KDFW,,2/23/2020
DAL425,,a3d87d,KDTW,KBNA,2/23/2020
ASH5810,,acad7b,KDFW,,2/23/2020
AAL2633,,ab3982,KORD,KDCA,2/23/2020
EDV5376,,a30d18,KDTW,62IA,2/23/2020
SWA3919,,aa06c2,KPHX,KBUR,2/23/2020
SKW5806,,ac9240,KLAX,KSMF,2/23/2020
DAL2943,,a45072,KSEA,KSAN,2/23/2020
DAL1331,,a42ee9,KDTW,KMCI,2/23/2020
AAL2401,,adf068,KDFW,KMCF,2/23/2020
AWI3822,,a511fe,KORD,KPSB,2/23/2020
SWA5638,,aa9f1c,KPHX,KMKE,2/23/2020
SKW3590,,a93257,KDTW,KIAH,2/23/2020
DAL2862,,abfe1c,KSEA,UT13,2/23/2020
DAL1176,,a3e525,KDTW,,2/23/2020
AAL2724,,ad4fe1,KDFW,KSNA,2/23/2020
SWA3859,,a2efae,KPHX,KSJC,2/23/2020
SKV7598,,c02e92,KORD,CYUL,2/23/2020
EDV5028,,ace7bf,KDTW,,2/23/2020
DAL466,,a44988,KSEA,KLAS,2/23/2020
JBU492,,a8712a,KLAX,KBUF,2/23/2020
AAL1563,,addf01,KDFW,KCOS,2/23/2020
ASH5993,,acb4e9,KPHX,KMRY,2/23/2020
SKW5968,,a0c5c6,KORD,,2/23/2020
ASA699,,a58c2e,KIAH,KSEA,2/23/2020
SKW5317,,a1b519,KLAX,KCOS,2/23/2020
DAL1445,,ab63d7,KDTW,KMSN,2/23/2020
EDV4752,,a89f80,KDTW,KTYS,2/23/2020
ASA807,,a6c6c8,KSEA,,2/23/2020
EDV4851,,a399b9,KDTW,KMBS,2/23/2020
AAL194,,aa5428,KPHX,EGLL,2/23/2020
DAL2143,,a437da,KPHX,KCVG,2/23/2020
ASA510,,a82aac,KSEA,KSNA,2/23/2020
UAL442,,ab97e6,KORD,,2/23/2020
DAL1862,,a00c80,KDTW,KDFW,2/23/2020
AAL2843,,aa1f97,KDFW,,2/23/2020
DAL2947,,a3c9b4,KDTW,LS76,2/23/2020
AWI3877,,a555d7,KORD,KATW,2/23/2020
SWA3897,,a993fc,KPHX,KLAX,2/23/2020
AAL934,,a0f91d,KDFW,KFLL,2/23/2020
QXE2203,,a4b1cc,KSEA,KSEA,2/23/2020
GJS6255,,a8a337,KDTW,KEWR,2/23/2020
ENY3703,,a21127,KDFW,,2/23/2020
AWI3871,,a50e47,KORD,KDAY,2/23/2020
SKW3829,,ac5d38,KDTW,KSAT,2/23/2020
ASA140,,a7ac54,PANC,KPDX,2/23/2020
ASQ4488,,a13e29,KIAH,,2/23/2020
ASA1754,,a2ebbd,KSEA,KSFO,2/23/2020
QXE2010,,a4bcf1,KSEA,WA47,2/23/2020
SKW5060,,abf057,KORD,,2/23/2020
WJA1513,,c0737c,KLAX,CYYC,2/23/2020
AAL1933,,ad9bc8,KPHX,KORD,2/23/2020
UAL1115,,ab4531,KIAH,KPHX,2/23/2020
SKW5666,,acd9d0,KORD,KCOS,2/23/2020
DAL1554,,a78605,KDTW,KLAS,2/23/2020
AAL2597,,adb3cb,KDFW,KBUR,2/23/2020
ASA1949,,a8321a,KLAX,KSFO,2/23/2020
UAL923,,a2cb12,KLAX,EGLL,2/23/2020
EDV5315,,a17c12,KDTW,KCVG,2/23/2020
EDV5440,,a2fe3c,KDTW,NH16,2/23/2020
AAL339,,a0e431,KDFW,KPHX,2/23/2020
UAL1916,,aac954,KIAH,KSAN,2/23/2020
UAL1883,,a57796,KORD,KSJC,2/23/2020
SKW4322,,acb124,KDTW,KABE,2/23/2020
UAL546,,a12378,KORD,KFLL,2/23/2020
DAL1155,,adaeed,KDTW,,2/23/2020
GJS4520,,a0e886,KORD,KSTL,2/23/2020
ASH5888,,ad15a0,KPHX,KBUR,2/23/2020
DAL3079,,a04692,KSEA,KSJC,2/23/2020
CPZ6046,,a1c997,KLAX,KIAH,2/23/2020
DAL1053,,adda23,KDTW,KSTL,2/23/2020
AAL810,,ad10ec,KDFW,KONT,2/23/2020
DAL2519,,a8c724,KDTW,KFLL,2/23/2020
SWA3982,,a5669f,KPHX,KOKC,2/23/2020
SKW4317,,ac08fa,KDTW,2IL3,2/23/2020
UAL1829,,a494eb,KORD,KBTF,2/23/2020
ASH5989,,a385be,KDFW,19IL,2/23/2020
SLI471,,0d06a7,KIAH,,2/23/2020
GJS4597,,a6eb1e,KORD,KXNA,2/23/2020
GJS6223,,a8aaa5,KDTW,KATW,2/23/2020
NKS719,,a93711,KSEA,KLAS,2/23/2020
ASQ4151,,a7f096,KORD,,2/23/2020
EDV5174,,a8d5db,KDTW,2MI3,2/23/2020
SWA4286,,a27380,KPHX,60CO,2/23/2020
DAL2082,,ab38a1,KDTW,KLAX,2/23/2020
AAL963,,a9c151,KDFW,SBGR,2/23/2020
DAL2879,,a34294,KDTW,,2/23/2020
BTQ496,,ab1a2d,KDFW,KGLH,2/23/2020
DAL3048,,ab52a2,KDTW,KGRR,2/23/2020
DAL2874,,a6d3af,KSEA,,2/23/2020
DAL2329,,ac57f9,KDTW,KCLE,2/23/2020
AAL2860,,a1804c,KPHX,KPDX,2/23/2020
AWI3777,,a4e6c8,KORD,KMKE,2/23/2020
DAL350,,a3696e,KDTW,KROC,2/23/2020
SKW3546,,a11a81,KDTW,KOKC,2/23/2020
GJS4534,,a6b4c3,KORD,KTUL,2/23/2020
ASA853,,a79d78,KSEA,,2/23/2020
SWA3170,,abdc78,KLAX,KDAL,2/23/2020
QXE2179,,a5424a,KSEA,35OR,2/23/2020
EDV5074,,adab9c,KDTW,II81,2/23/2020
AAL425,,a8fd3c,KPHX,KLAS,2/23/2020
UAL597,,aacd96,KORD,KBWI,2/23/2020
RVF806,,ac4970,PANC,,2/23/2020
QXE2610,,a5537f,KSEA,KBOI,2/23/2020
DAL1237,,a3df1e,KDTW,KBOS,2/23/2020
ASQ4390,,a0698b,KIAH,,2/23/2020
SKW5217,,a06435,KPHX,KSFO,2/23/2020
GJS6241,,a3f793,KDTW,KRDU,2/23/2020
LOF4792,,a032a8,KORD,KSDF,2/23/2020
DAL726,,a3d039,KDTW,KPHX,2/23/2020
QXE2588,,a51714,KSEA,,2/23/2020
CPZ6039,,a19aaa,KLAX,KSMF,2/23/2020
DAL1690,,a46e40,KDTW,KPHL,2/23/2020
AAL2084,,a8b44e,KPHX,KPSP,2/23/2020
DAL1832,,a0757f,KSEA,KSFO,2/23/2020
UAL555,,a5d570,KORD,KFAT,2/23/2020
DAL2228,,a79898,KDTW,KISM,2/23/2020
AAL480,,ac2dea,KPHX,KSAN,2/23/2020
ASH6314,,abdc96,KIAH,,2/23/2020
AWI3893,,a5a4d5,KORD,AL16,2/23/2020
ASQ4113,,a0c7ce,KORD,KTYS,2/23/2020
DAL2396,,aa7bea,KSEA,KPHX,2/23/2020
GJS6238,,a153de,KDTW,CYUL,2/23/2020
DAL491,,a44f0d,KLAX,KDFW,2/23/2020
DAL973,,a7e509,KDTW,KLGA,2/23/2020
UAL388,,a6246e,KIAH,KCMH,2/23/2020
ASH6100,,abb5a2,KIAH,KTUS,2/23/2020
ASA839,,a67b81,KSEA,,2/23/2020
AAL2804,,ac51b2,KDFW,CYYZ,2/23/2020
