callsign,,icao24,origin,destination,firstseen
DAL2260,,a7ad84,KSEA,KDTW,2/29/2020
AAL2873,,abafff,KPHX,KBOS,2/29/2020
UAL839,,a47fde,KLAX,YSSY,2/29/2020
SKW3527,,a31890,KSEA,CYVR,2/29/2020
DAL2781,,abaf1e,KLAX,KDTW,2/29/2020
DAL1601,,ac7074,PANC,KMSP,2/29/2020
DAL2338,,a3d039,KPHX,KDTW,2/29/2020
ASA982,,a6ee47,KSEA,KFLL,2/29/2020
UAL1786,,aa56f7,KLAX,KCLE,2/29/2020
ASA106,,a7f286,PANC,KSEA,2/29/2020
QXE2038,,a86a66,KSEA,KPDX,2/29/2020
UAL325,,aa56db,KLAX,KLAS,2/29/2020
DAL2282,,a3f7b8,KLAX,KATL,2/29/2020
CMP303,,0c2073,KLAX,,2/29/2020
AAR248,,71bc13,KORD,KATL,2/29/2020
JBU1158,,a6a3c2,KPHX,KFLL,2/29/2020
DAL962,,abb68c,KSEA,KATL,2/29/2020
DAL691,,a3d87d,KSEA,KSFF,2/29/2020
SKW5744,,a0b6ea,KLAX,KSBA,2/29/2020
AAL28,,a01112,KLAX,KJFK,2/29/2020
QFA12,,7c4928,KLAX,YSSY,2/29/2020
AAL303,,addf01,KLAX,KIAD,2/29/2020
SKW3932,,a2be6d,KSEA,,2/29/2020
AAL1871,,ad9f7f,KLAX,KAKH,2/29/2020
GTI545,,a4cb6f,PANC,KORD,2/29/2020
NKS266,,a68414,KLAX,KPHL,2/29/2020
FFT2966,,a3414e,KPHX,KEWR,2/29/2020
AAR284,,71be20,KLAX,KSFO,2/29/2020
FFT756,,a38527,KPHX,60CO,2/29/2020
DAL302,,a968df,KSEA,KJFK,2/29/2020
TAI579,,a611c2,KLAX,KIAH,2/29/2020
AAL2651,,aba891,KPHX,KJFK,2/29/2020
QXE2281,,a4bcf1,KSEA,43OR,2/29/2020
AAL1653,,aa234a,KLAX,KEYE,2/29/2020
AAR203,,71bf75,KLAX,RKSI,2/29/2020
AAL1295,,a09188,KPHX,KDFW,2/29/2020
QXE2004,,a53adc,KSEA,KYKM,2/29/2020
UAL2291,,a46d29,KLAX,KORD,2/29/2020
AAL640,,a0cc06,KPHX,KAKH,2/29/2020
UAL584,,a0fbfa,KLAX,KIAD,2/29/2020
QXE2532,,a4dd02,KSEA,WA88,2/29/2020
AAL851,,a762d3,KLAX,KPHL,2/29/2020
QFA94,,7c4924,KLAX,YMML,2/29/2020
ACA788,,c01074,KLAX,CYYZ,2/29/2020
QXE2248,,a55736,KSEA,KGEG,2/29/2020
ASA7095,,a8304f,KSEA,PANC,2/29/2020
DAL1305,,a8dc10,KLAX,KISM,2/29/2020
THT101,,3a5400,KLAX,NTAA,2/29/2020
QXE2461,,a891e5,KSEA,,2/29/2020
UAL415,,a0a8df,KLAX,KEWR,2/29/2020
QXE2364,,a56612,KSEA,,2/29/2020
VOZ2,,7c6c70,KLAX,YSSY,2/29/2020
ASA18,,ace175,KSEA,KJFK,2/29/2020
CPZ5684,,a7ef08,KLAX,KSMF,2/29/2020
JBU498,,ad646e,KSEA,KBOS,2/29/2020
BSK392,,aa150d,KLAX,KOAK,2/29/2020
ASA133,,a5bb1b,KSEA,,2/29/2020
UAL1701,,a8d4cc,KLAX,KBWI,2/29/2020
UAL2492,,a91536,KSEA,KIAD,2/29/2020
QXE2297,,a83569,KSEA,,2/29/2020
ASA1653,,a3133c,KLAX,KSEA,2/29/2020
AAL83,,ab3fc4,KLAX,NZAA,2/29/2020
SKW3313,,a178ae,KLAX,KSFO,2/29/2020
QXE2380,,a53317,KSEA,CYYJ,2/29/2020
UAL619,,a0acf8,KSEA,KORD,2/29/2020
AMX649,,0d08a5,KLAX,,2/29/2020
NKS709,,a838e2,KLAX,KDTW,2/29/2020
ASA176,,a87428,PANC,KSEA,2/29/2020
ASA183,,a7f63d,KSEA,PANC,2/29/2020
AAL1071,,adbef0,KLAX,KATL,2/29/2020
AAL1677,,ad5623,KLAX,KDFW,2/29/2020
GTI8365,,aba800,PANC,KHSV,2/29/2020
DAL786,,a70463,KLAX,MROC,2/29/2020
ASA460,,a5c899,KLAX,KJFK,2/29/2020
JBU1424,,ad2445,KLAX,KJFK,2/29/2020
KAL214,,71be23,KLAX,KSFO,2/29/2020
NKS184,,a8264f,KLAX,KCLE,2/29/2020
QXE2508,,a85ce8,KSEA,CYVR,2/29/2020
QFA16,,7c8069,KLAX,YBBN,2/29/2020
ASA193,,a5f3cf,KLAX,PANC,2/29/2020
GEC8187,,3c706b,KORD,EDDF,2/29/2020
CPA881,,78022d,KLAX,VHHH,2/29/2020
ASA454,,a2d745,KSEA,KLAX,2/29/2020
UAL660,,a94b4d,KLAX,KORD,2/29/2020
JBU602,,ad734a,KPHX,KBOS,2/29/2020
AAL1450,,a3b88e,KLAX,,2/29/2020
GTI532,,a561fd,PANC,KLAX,2/29/2020
DAL1063,,a32e86,KPHX,KMSP,2/29/2020
UAL2112,,aba91b,KSEA,KIAH,2/29/2020
UAL2181,,aa2b79,KLAX,KIAH,2/29/2020
SCX610,,ab6c94,KPHX,KMSP,2/29/2020
CSN433,,7804c6,PANC,KORD,2/29/2020
SCX430,,aaf617,KLAX,KMSP,2/29/2020
AAL1314,,a098f6,KLAX,KMIA,2/29/2020
ASA167,,a80162,PANC,,2/29/2020
AAL296,,a08663,KLAX,KORD,2/29/2020
DAL1195,,ab967b,KLAX,KATL,2/29/2020
CAO1055,,780bb8,PANC,KORD,2/29/2020
AAL1339,,adeddd,KLAX,KLAS,2/29/2020
DAL1106,,ac8217,KLAX,KDTW,2/29/2020
CPA857,,780abb,KSEA,VHHH,2/29/2020
DAL1362,,a13af4,KLAX,KJFK,2/29/2020
AAL1354,,a66346,KLAX,KAKH,2/29/2020
SKW3933,,a30246,KSEA,KPDX,2/29/2020
JBU2024,,ad9e73,KLAX,KJFK,2/29/2020
AAL2254,,a14da8,KLAX,KDFW,2/29/2020
PAC987,,abc5b8,PANC,KCVG,2/29/2020
DAL2461,,ab72b3,KSEA,KMSP,2/29/2020
AAL1542,,ab35cb,KPHX,KDCA,2/29/2020
DAL1394,,a8d600,KLAX,MGGT,2/29/2020
AAL2473,,ad2736,KSEA,KDFW,2/29/2020
TNO1301,,0d0822,KLAX,,2/29/2020
BOX461,,3c458b,KIAH,EDDF,2/29/2020
AAL292,,a009a4,KLAX,KJFK,2/29/2020
ANA105,,8694b6,KLAX,RJTE,2/29/2020
ASA1010,,a613e0,KSEA,KORD,2/29/2020
TAI521,,a75013,KLAX,,2/29/2020
VOC4091,,a64ab2,KLAX,MROC,2/29/2020
ASA150,,a5c4e2,PANC,KLAX,2/29/2020
AIJ841,,0d0459,KORD,KSFO,2/29/2020
QTR8142,,06a141,KORD,ELLX,2/29/2020
TAI529,,a5ea43,KLAX,,2/29/2020
AAL2175,,a8e6f2,KPHX,KRDU,2/29/2020
ASA172,,a688ff,PANC,KPHX,2/29/2020
AAL340,,ac8577,KLAX,KMIA,2/29/2020
UAL1104,,aa7426,PANC,CO12,2/29/2020
UAL2062,,a513ac,KLAX,KIAH,2/29/2020
DAL1969,,a6cc41,KLAX,KSGS,2/29/2020
FFT402,,a32396,KLAX,60CO,2/29/2020
NCA134,,847183,PANC,KORD,2/29/2020
KAL261,,71be09,KORD,KATL,2/29/2020
NKS972,,a8e0a5,KPHX,KDFW,2/29/2020
AAL599,,a7178c,KPHX,,2/29/2020
AAL362,,a04edb,KLAX,KORD,2/29/2020
AAL2424,,ad049a,KLAX,KDFW,2/29/2020
ASA108,,a5320b,PANC,KSEA,2/29/2020
DAL2024,,abda54,PANC,KSEA,2/29/2020
PLM8401,,346195,KLAX,LFPG,2/29/2020
ASA134,,a5b3ad,PANC,KPDX,2/29/2020
CPA3280,,780219,PANC,KLAX,2/29/2020
ATN3275,,aa4587,KSEA,67KY,2/29/2020
CAL5261,,899103,KSEA,RCTP,2/29/2020
AAL1108,,ac5920,KDTW,KDFW,2/29/2020
AAL2006,,ac9ff2,KDTW,KPHL,2/29/2020
CKS368,,a97282,KLAX,,2/29/2020
CSN477,,7805a9,PANC,KLAX,2/29/2020
SWA2540,,ad5e27,KDTW,KBWI,2/29/2020
SWA5668,,abb624,KDTW,60CO,2/29/2020
NKS851,,a82dbd,KDTW,,2/29/2020
NKS605,,a8ef81,KDTW,KRSW,2/29/2020
FFT2951,,a3764b,KDTW,KMIA,2/29/2020
NKS111,,acb950,KDTW,KLAS,2/29/2020
AAL647,,a0681c,KDTW,KAKH,2/29/2020
AAL2442,,ad8895,KIAH,KDFW,2/29/2020
AAL876,,ab2496,KDFW,KMIA,2/29/2020
NKS316,,a85caa,KDTW,KLGA,2/29/2020
AAL514,,a757ae,KDFW,,2/29/2020
DAL3025,,a91d8e,KDTW,KISM,2/29/2020
UAL558,,a288e4,KDTW,KORD,2/29/2020
AAL328,,aa1219,KORD,KDFW,2/29/2020
AAL1644,,a0fcd4,KORD,KMIA,2/29/2020
SWA3586,,a508c5,KDTW,KMDW,2/29/2020
NKS2,,a90bdb,KORD,KFLL,2/29/2020
RPA3756,,a9b4a4,KDTW,KEWR,2/29/2020
ASH6300,,ac047d,KDTW,KIAH,2/29/2020
AAL2812,,ac7216,KDFW,KORD,2/29/2020
RPA4376,,a53f5b,KDTW,KDCA,2/29/2020
ASA100,,a5dee3,PANC,KSEA,2/29/2020
DAL3014,,a7d276,KORD,KDTW,2/29/2020
UAL2226,,a8fc06,KIAH,KDEN,2/29/2020
NKS417,,a8e813,KDTW,KFLL,2/29/2020
AAL1020,,abbedb,KDTW,KMIA,2/29/2020
DAL717,,a3f04a,KDTW,KATL,2/29/2020
DAL977,,a48e46,KORD,KATL,2/29/2020
AIJ3987,,0d0bca,KIAH,FD83,2/29/2020
CAL5238,,899107,PANC,KORD,2/29/2020
AAL361,,a8c32a,KIAH,KPHX,2/29/2020
UAL2043,,a92478,KORD,KIAH,2/29/2020
SWA4533,,ad5460,KDTW,KBNA,2/29/2020
JBU412,,a137af,KORD,KBOS,2/29/2020
NKS224,,a7e62d,KORD,KLGA,2/29/2020
UAL334,,abbbae,KDFW,KEWR,2/29/2020
NKS1273,,a94236,KDTW,,2/29/2020
DAL1890,,a437da,KDFW,KATL,2/29/2020
ASQ3205,,a2362a,KORD,,2/29/2020
NKS345,,a8a7f1,KDTW,KMSP,2/29/2020
AAL1411,,abac48,KORD,KMIA,2/29/2020
NKS217,,a91349,KIAH,KLAX,2/29/2020
AAL442,,a89086,KDTW,KPHX,2/29/2020
UAL1904,,ab2169,KORD,KMCF,2/29/2020
ATN3245,,a3520e,KDFW,67KY,2/29/2020
SKW5892,,a19ecf,KDFW,60CO,2/29/2020
UAL636,,a5d28e,KORD,KEWR,2/29/2020
SKV7600,,c02e92,KORD,CYYZ,2/29/2020
AAL202,,adc2a7,KDFW,KDCA,2/29/2020
SWA5834,,a1d1d0,KDTW,KSTL,2/29/2020
NKS595,,a92fa3,KORD,KIAH,2/29/2020
AAL1347,,a05671,KIAH,KMIA,2/29/2020
FFT1439,,a1c534,KORD,KRSW,2/29/2020
UAL809,,ac5d61,KORD,KMSP,2/29/2020
SWA3364,,acdde3,KPHX,KMDW,2/29/2020
RPA3589,,a895b4,KORD,,2/29/2020
ASQ4037,,a81bcc,KORD,KDCA,2/29/2020
FFT263,,a3d7dc,KDFW,60CO,2/29/2020
AAL2491,,acae2e,KDTW,TS53,2/29/2020
NKS104,,a8f338,KORD,,2/29/2020
RPA3671,,a86e35,KORD,KDTW,2/29/2020
DAL2443,,a8e2d6,KDTW,KISM,2/29/2020
NKS940,,a6464b,KDFW,KORD,2/29/2020
DAL2308,,a38992,KIAH,KATL,2/29/2020
ASA27,,a2919a,KORD,KSEA,2/29/2020
SKW5674,,a1099f,KORD,KATL,2/29/2020
ASA569,,a744b3,KIAH,KSEA,2/29/2020
UAL1161,,a46d29,KORD,KCLE,2/29/2020
UAL1730,,ab1db2,KORD,,2/29/2020
AIJ3973,,0d0a84,KDFW,KMIA,2/29/2020
LOF4682,,ab8bb7,KORD,KSYR,2/29/2020
DAL1285,,a44d1c,KORD,KMSP,2/29/2020
UAL699,,aa7e7b,KIAH,KSFO,2/29/2020
UAL387,,a41632,KORD,KBWI,2/29/2020
FDX654,,a466f1,KLAX,KUTA,2/29/2020
AAL2112,,a09188,KDFW,KLAX,2/29/2020
ENY3310,,a2ecec,KIAH,KORD,2/29/2020
UAL749,,a76f48,KORD,KISM,2/29/2020
RPA5618,,a24720,KORD,KJFK,2/29/2020
UAL342,,a5f581,KORD,KBOS,2/29/2020
DAL613,,ac01d3,KDTW,,2/29/2020
NKS867,,a8fe5d,KDFW,KLAX,2/29/2020
NKS712,,a8dcee,KIAH,KEWR,2/29/2020
UAL2734,,a85f29,KORD,60CO,2/29/2020
NKS972,,a8ebca,KDFW,KFLL,2/29/2020
UAL2198,,a6c248,KORD,KIAD,2/29/2020
DAL1354,,a794e1,KDTW,KMCF,2/29/2020
RPA4447,,a4c527,KDTW,KLGA,2/29/2020
GTI3071,,a028e5,KPHX,KCVG,2/29/2020
SLI477,,0d04ae,KIAH,,2/29/2020
FDX473,,a095b4,KDFW,KUTA,2/29/2020
DAL1668,,ab1890,KDTW,KFLL,2/29/2020
UAL1638,,a923ef,KPHX,KIAH,2/29/2020
FDX419,,a0dd44,KLAX,KUTA,2/29/2020
ACA592,,c01f4d,KIAH,CYYZ,2/29/2020
AAL2551,,aae5a9,KIAH,KDFW,2/29/2020
LOF4657,,ab8800,KORD,KGRR,2/29/2020
FDX653,,a34b0a,KDTW,,2/29/2020
FFT85,,a35283,KORD,,2/29/2020
UAL1633,,a28947,KORD,,2/29/2020
SWA2431,,a52f51,KPHX,KSTL,2/29/2020
AAL2011,,aa763f,KIAH,,2/29/2020
ENY9801,,a2d6a2,KDFW,KDAB,2/29/2020
UAL2194,,a76f68,KORD,KLAX,2/29/2020
UAL403,,aa3ae2,KORD,60CO,2/29/2020
NKS781,,a838e2,KDTW,KBWI,2/29/2020
GTI3523,,a8c006,KIAH,KL65,2/29/2020
AAL2220,,acee50,KDFW,KORD,2/29/2020
AAL2007,,aa6ade,KORD,KSTL,2/29/2020
SKV7662,,c02e9b,KDFW,CYYZ,2/29/2020
AAL188,,ad7760,KDFW,20II,2/29/2020
AAL2050,,acfd2c,KDFW,KSPG,2/29/2020
ASH5724,,ad5369,KDFW,,2/29/2020
SKV7590,,c00b93,KORD,CYUL,2/29/2020
NKS939,,ac8a63,KDTW,KIAH,2/29/2020
AAL2668,,aaed17,KDFW,KIAH,2/29/2020
FFT44,,a97c9a,KORD,,2/29/2020
ASH5860,,a385be,KDFW,73KY,2/29/2020
FDX852,,a03f48,KIAH,KUTA,2/29/2020
DAL2842,,abb775,KDTW,KRSW,2/29/2020
AAL2438,,ac72e4,KDFW,60CO,2/29/2020
ASA7005,,a82c98,PANC,KSEA,2/29/2020
AAL919,,ade543,KDFW,KFLL,2/29/2020
AAL154,,ad5623,KDFW,KSNA,2/29/2020
AAL553,,a699a1,KDFW,,2/29/2020
NKS200,,a64db9,KIAH,KORD,2/29/2020
SWA3452,,aaaa64,KPHX,KBNA,2/29/2020
AAL152,,acdbee,KDFW,KSFO,2/29/2020
ASQ4027,,a7dbaa,KIAH,KDCA,2/29/2020
ENY4170,,a26793,KDFW,7PS7,2/29/2020
AAL1313,,ab184d,KORD,KRSW,2/29/2020
AAL2379,,a40027,KORD,KFLL,2/29/2020
SKW3022,,aa80eb,KDFW,KLXV,2/29/2020
FDX689,,a091fd,KSEA,,2/29/2020
ENY3484,,a28f12,KDFW,,2/29/2020
DAL826,,a3d039,KDTW,KPHX,2/29/2020
AAL2516,,ad574f,KORD,KORD,2/29/2020
ENY4024,,a1ed5f,KDFW,KCRP,2/29/2020
AAL1469,,abfb46,KDFW,KRSW,2/29/2020
ENY3655,,a7dac4,KORD,,2/29/2020
NKS3,,acca85,KORD,KFLL,2/29/2020
FFT2930,,a3a538,KPHX,KDTW,2/29/2020
ASH5996,,ac7ad7,KDFW,,2/29/2020
ENY3621,,a21c4c,KORD,KIAH,2/29/2020
UAL656,,a609d4,KPHX,KORD,2/29/2020
NKS812,,a6a7dc,KDFW,KMCF,2/29/2020
AAL2238,,ac8ce5,KDFW,KLAS,2/29/2020
AAL447,,a1314e,KORD,KPHX,2/29/2020
AAL1611,,ac67fc,KDFW,KSAN,2/29/2020
AAL1474,,ade66f,KDFW,,2/29/2020
AWI3860,,a5b3b1,KORD,KSDF,2/29/2020
ASA637,,a52e54,KPHX,KSEA,2/29/2020
AAL2296,,acb59c,KORD,,2/29/2020
NKS121,,ac77d0,KORD,KRSW,2/29/2020
AAL228,,ace5b6,KDFW,KSEA,2/29/2020
AAL138,,ad049a,KDFW,,2/29/2020
DAL2966,,a46e40,KPHX,KATL,2/29/2020
AAL1642,,ad7ece,KDTW,,2/29/2020
AAL1146,,ac96b8,KDFW,KDTW,2/29/2020
SKW3213,,aa295d,KORD,KBWI,2/29/2020
AAL2885,,a0628f,KLAX,KMIA,2/29/2020
AAL1478,,ad2fd0,KDFW,KRDU,2/29/2020
AAL1176,,ac1190,KDFW,KAUS,2/29/2020
FDX3629,,a932a6,KPHX,20II,2/29/2020
AAL788,,abca00,KORD,KDCA,2/29/2020
NKS193,,a8d327,KIAH,KLAS,2/29/2020
AAL2052,,a6d3b3,KORD,KAKH,2/29/2020
AAL2747,,ad7da2,KDFW,KBOS,2/29/2020
DAL1882,,a008c9,KDFW,KMSP,2/29/2020
AAL337,,a3f8b8,KORD,KLGA,2/29/2020
NKS1163,,a9335a,KDFW,KATL,2/29/2020
AAL507,,ad857e,KPHX,KAKH,2/29/2020
NKS1045,,a7cfe3,KDFW,KLAS,2/29/2020
ENY3470,,a292c9,KDFW,CYYZ,2/29/2020
CPZ6025,,a1b4ab,KIAH,KLAX,2/29/2020
ENY4122,,abab14,KDFW,KHOU,2/29/2020
DAL819,,ac3f9c,KPHX,KJFK,2/29/2020
ENY3383,,a2c1b6,KDFW,,2/29/2020
AAL2507,,a0f566,KORD,KMIA,2/29/2020
AAL2489,,a10931,KDFW,KISM,2/29/2020
FFT754,,a39dca,KPHX,60CO,2/29/2020
DAL905,,a071c8,KDFW,KSLC,2/29/2020
UAL1766,,ab942f,KIAH,KEWR,2/29/2020
SKW3172,,aa06b7,KORD,KMSP,2/29/2020
AAL775,,ac7581,KDFW,KSTL,2/29/2020
SKW2975,,aa1f5a,KORD,,2/29/2020
AAL662,,ac90a8,KDFW,,2/29/2020
FDX601,,a0f99e,KPHX,KUTA,2/29/2020
AAL2343,,aa8164,KDFW,KOMA,2/29/2020
JBU563,,a6b4f7,KORD,KFLL,2/29/2020
ENY3985,,ab7617,KDFW,,2/29/2020
DAL1156,,a402dd,KDTW,,2/29/2020
GJS4492,,a6dff9,KORD,KMDT,2/29/2020
AAL2913,,ad9645,KORD,KTPA,2/29/2020
AAL2545,,ac82f8,KDFW,KMSP,2/29/2020
JZA103,,c01a52,KIAH,CYYC,2/29/2020
AAL698,,a13501,KPHX,KDFW,2/29/2020
UAL680,,a2c336,KIAH,KPHX,2/29/2020
GJS4560,,a63e46,KORD,KCMH,2/29/2020
SKW3100,,aa21ef,KDFW,KBNA,2/29/2020
AAL2912,,ad14a3,KDFW,KMCI,2/29/2020
DAL1829,,a44031,KDTW,KMIA,2/29/2020
AAL2737,,a0d90c,KDFW,KATL,2/29/2020
ATN3718,,a0b169,KSEA,PANC,2/29/2020
DAL1765,,a37023,KDFW,KLAX,2/29/2020
ENY4011,,a1e23a,KDFW,KTUL,2/29/2020
SKW3154,,aa10ba,KDFW,KORD,2/29/2020
UAL1859,,a53ee2,KDFW,KIAH,2/29/2020
UAL2064,,a9238a,KPHX,KSFO,2/29/2020
UAL658,,a9dce9,KIAH,KLAX,2/29/2020
AAL1887,,a1a66d,KDFW,KPHX,2/29/2020
AAL149,,ad8895,KDFW,KDCA,2/29/2020
AAL1625,,ab7fe6,KORD,KDFW,2/29/2020
NKS38,,a9046d,KDFW,FD83,2/29/2020
AAL1405,,ada521,KDFW,KLAX,2/29/2020
ASH5822,,ad1957,KDFW,KMKE,2/29/2020
AAL103,,ac18fe,KIAH,KMIA,2/29/2020
AAL1565,,ad15cf,KORD,,2/29/2020
AAL2748,,a09cad,KSEA,KDFW,2/29/2020
AAL2591,,adb014,KDFW,KSAT,2/29/2020
ENY4137,,ab0351,KDFW,,2/29/2020
ASH6198,,ac04be,KIAH,KMIA,2/29/2020
DAL2726,,a7ad84,KDTW,KLAX,2/29/2020
ASH5987,,accd8c,KDFW,KABQ,2/29/2020
UAL2166,,a76f46,KORD,KSFO,2/29/2020
ENY3905,,aaed07,KDFW,KLGA,2/29/2020
DAL1762,,a7e152,KDTW,KSRQ,2/29/2020
UAL425,,a5dcde,KIAH,KFLL,2/29/2020
UAL2468,,a50c3e,KORD,KRSW,2/29/2020
DAL745,,acdc40,KDTW,KSFO,2/29/2020
AAL1384,,a08663,KORD,KLAX,2/29/2020
UAL2421,,a8d465,KIAH,KLAS,2/29/2020
AAL1813,,aae597,KORD,,2/29/2020
UAL404,,a513ac,KIAH,KSFO,2/29/2020
DAL1128,,a0311d,KDTW,KJFK,2/29/2020
SKW4001,,a57b2f,KDTW,KATW,2/29/2020
UAL2196,,aaa5ae,KIAH,KIAD,2/29/2020
SWA1174,,aaa1de,KLAX,KOAK,2/29/2020
SKW3628,,aaf253,KIAH,KMSP,2/29/2020
VIV909,,0d09ce,KDTW,,2/29/2020
SKW5381,,a038ff,KDFW,KSFO,2/29/2020
AAL1343,,ad2aed,KDFW,,2/29/2020
ASH6361,,abdcfd,KIAH,KMFE,2/29/2020
DAL820,,abaf1e,KDTW,KMSP,2/29/2020
JBU24,,ada5ee,KLAX,KJFK,2/29/2020
NKS202,,a8e0a5,KDFW,KBWI,2/29/2020
DAL581,,a789bc,KDTW,KSEA,2/29/2020
NKS729,,a8cf70,KORD,KMCF,2/29/2020
ASQ3184,,a041a6,KIAH,KORD,2/29/2020
ASH6325,,ac5314,KIAH,KRSW,2/29/2020
GTI7109,,a4bc76,KLAX,KSFO,2/29/2020
DAL1428,,a385c8,KORD,KSFO,2/29/2020
SKW3093,,a9f6b9,KDTW,KORD,2/29/2020
ASH6264,,ac5312,KIAH,KPHL,2/29/2020
RPA5978,,abea64,KDTW,KUMP,2/29/2020
SKW5507,,adc6ca,KORD,KEYE,2/29/2020
DAL557,,a3f120,KDTW,,2/29/2020
UAL686,,aa2b79,KIAH,4FL9,2/29/2020
SKW4085,,acb124,KDTW,KBTL,2/29/2020
SKW5767,,ac1068,KORD,KROA,2/29/2020
SKW4110,,aca5ff,KDTW,KCMH,2/29/2020
SKW3964,,acc259,KDTW,MI95,2/29/2020
EDV4959,,a3c259,KDTW,,2/29/2020
ASQ3183,,a041a9,KIAH,KORD,2/29/2020
DAL511,,ac8217,KDTW,,2/29/2020
SWA3023,,a73059,KLAX,KLAS,2/29/2020
FFT80,,a3db93,KORD,MDBG,2/29/2020
SWA5309,,aa72f5,KSEA,KOAK,2/29/2020
SKW5064,,ac1de6,KORD,KMBS,2/29/2020
DAL510,,a06a5a,KDTW,KBOS,2/29/2020
ASH6144,,ac5331,KIAH,KMCF,2/29/2020
UAL2142,,a4e4bf,KLAX,60CO,2/29/2020
DAL1255,,ad14a8,KDTW,KORD,2/29/2020
DAL1153,,ad3870,KDTW,KSTL,2/29/2020
DAL384,,ab2b23,KDTW,,2/29/2020
UAL408,,a05a03,KIAH,KEWR,2/29/2020
DAL487,,a3f88e,KORD,KSEA,2/29/2020
DAL1919,,a3f4ea,KDTW,KRDU,2/29/2020
SKW3689,,a915f3,KDTW,KMBS,2/29/2020
SWA3071,,ad3e16,KPHX,KDAL,2/29/2020
NKS815,,a89ccc,KORD,,2/29/2020
SKW3957,,ab2140,KDTW,,2/29/2020
SKW3717,,a15c01,KIAH,KDTW,2/29/2020
EDV5311,,a44a48,KDTW,KSYR,2/29/2020
AWI3908,,a58c32,KORD,KMCI,2/29/2020
DAL330,,ad0d3a,KDTW,KBWI,2/29/2020
EDV5122,,a21142,KDTW,67KY,2/29/2020
FDX3617,,a0ec20,KLAX,20II,2/29/2020
DAL925,,a7d276,KDTW,KGRR,2/29/2020
AAL2099,,a16037,KPHX,KSAN,2/29/2020
RPA3430,,a875a3,KIAH,KDFW,2/29/2020
ENY3457,,a26b4a,KDFW,KCVG,2/29/2020
EDV5006,,acda41,KDTW,KBUF,2/29/2020
ASA1380,,a3649a,KSEA,KSAN,2/29/2020
UAL2231,,ab5dd4,KORD,KAUS,2/29/2020
JSX427,,a25c13,KPHX,KOAK,2/29/2020
SKW4520,,ab48bf,KDTW,CYYZ,2/29/2020
NKS1967,,ac7f3e,KDFW,KFLL,2/29/2020
SKW4289,,ac9e91,KDTW,KABE,2/29/2020
AFR6723,,3951c2,KIAH,LFPG,2/29/2020
SKW4051,,ab6519,KDTW,KMSN,2/29/2020
DAL2269,,a438b0,KDTW,23LA,2/29/2020
ASH5743,,ad4fb2,KPHX,KBUR,2/29/2020
AWI3910,,a4ee36,KORD,K8C4,2/29/2020
RPA3446,,aa0b10,KORD,,2/29/2020
SWA2273,,a2afeb,KLAX,KHOU,2/29/2020
EDV5306,,a08e3c,KDTW,KEWR,2/29/2020
SWA3060,,aa6bed,KPHX,CO12,2/29/2020
SKW5684,,acdd87,KORD,KBUF,2/29/2020
SKW5958,,a193aa,KDTW,KORD,2/29/2020
SKW3821,,a924d9,KDTW,,2/29/2020
SKW5590,,a93604,KORD,,2/29/2020
UAL1740,,aa56b8,KORD,KSNA,2/29/2020
SWA5154,,a2b3a2,KPHX,4FL9,2/29/2020
DAL1307,,a02681,KDTW,KDFW,2/29/2020
DAL724,,ad876e,KDTW,KBNA,2/29/2020
UAL1253,,a54299,KIAH,KBOS,2/29/2020
UAL1799,,abfbd0,KORD,KSMF,2/29/2020
DAL815,,acd486,KDTW,KDCA,2/29/2020
SKW3610,,a61f27,KDTW,MI38,2/29/2020
UAL554,,ab0ed6,KIAH,KDEN,2/29/2020
EDV5177,,acd8a3,KDTW,KTYS,2/29/2020
AAL914,,ad2736,KDFW,KLGA,2/29/2020
GJS4566,,a6dc42,KORD,KMSN,2/29/2020
ASH6145,,ac2bb9,KIAH,KTYS,2/29/2020
EDV4973,,ac878c,KDTW,KCLE,2/29/2020
GJS4526,,a6f28c,KORD,,2/29/2020
SKW5494,,a0f355,KORD,KPSP,2/29/2020
DAL1713,,ab5c69,KDTW,KFTG,2/29/2020
FDX630,,a7acc5,KSEA,,2/29/2020
NKS801,,a8b56f,KDTW,KISM,2/29/2020
UAL2353,,aa2bc2,KLAX,KIAH,2/29/2020
DAL2343,,a013ee,KDFW,KDTW,2/29/2020
RPA3499,,a891fd,KORD,,2/29/2020
DAL3124,,a3b028,KPHX,KSLC,2/29/2020
UAL2192,,a53006,KORD,KSAN,2/29/2020
DAL1622,,a4a0d9,KDTW,KLAS,2/29/2020
DAL779,,adcca5,KDTW,KAKH,2/29/2020
UAL1266,,aa7e36,KIAH,MROC,2/29/2020
VOI667,,0d0997,KORD,,2/29/2020
GJS6196,,a153de,KDTW,,2/29/2020
SKW5820,,aa8c10,KORD,,2/29/2020
SKV7604,,c00b78,KORD,CYYZ,2/29/2020
FDX428,,a14c53,KPHX,KUTA,2/29/2020
ASQ4366,,a09f19,KIAH,AL40,2/29/2020
UAL1166,,ac15d1,KORD,KLGA,2/29/2020
DAL711,,ab6b45,KDTW,,2/29/2020
UAL1994,,a9d5e5,KIAH,KSAT,2/29/2020
SWA3102,,a537b2,KPHX,KMKE,2/29/2020
ASH6064,,ac53a0,KIAH,KW32,2/29/2020
SKW3276,,aa0a6e,KORD,KSYR,2/29/2020
SKW5963,,a09a90,KPHX,KLAX,2/29/2020
